Time (s), Velocity (m/s), Acceleration (m/s/s), X (m), Y (m), Rotation (rads), Rotation (deg), Curvature (rads/m)
Time: 7.87 (s),   Velocity: 2.06 (m/s),   Accel:  -1.00 (m/s/s),   X:  2.45 (m),   Y:  1.14 (m),   Rot:  2.3708 (rads),   Rot:  135.84 (deg),   Curve:   -0.63 (rads/m)
Time: 7.92 (s),   Velocity: 2.00 (m/s),   Accel:  -1.00 (m/s/s),   X:  2.37 (m),   Y:  1.22 (m),   Rot:  2.2993 (rads),   Rot:  131.74 (deg),   Curve:   -0.60 (rads/m)
Time: 7.98 (s),   Velocity: 1.95 (m/s),   Accel:  -1.00 (m/s/s),   X:  2.30 (m),   Y:  1.31 (m),   Rot:  2.2371 (rads),   Rot:  128.18 (deg),   Curve:   -0.52 (rads/m)
Time: 8.04 (s),   Velocity: 1.89 (m/s),   Accel:  -1.00 (m/s/s),   X:  2.24 (m),   Y:  1.39 (m),   Rot:  2.1870 (rads),   Rot:  125.31 (deg),   Curve:   -0.41 (rads/m)
Time: 8.09 (s),   Velocity: 1.84 (m/s),   Accel:  -1.00 (m/s/s),   X:  2.18 (m),   Y:  1.48 (m),   Rot:  2.1512 (rads),   Rot:  123.25 (deg),   Curve:   -0.27 (rads/m)
Time: 8.15 (s),   Velocity: 1.78 (m/s),   Accel:  -1.00 (m/s/s),   X:  2.12 (m),   Y:  1.56 (m),   Rot:  2.1314 (rads),   Rot:  122.12 (deg),   Curve:   -0.11 (rads/m)
Time: 8.21 (s),   Velocity: 1.72 (m/s),   Accel:  -1.00 (m/s/s),   X:  2.07 (m),   Y:  1.65 (m),   Rot:  2.1290 (rads),   Rot:  121.99 (deg),   Curve:    0.07 (rads/m)
Time: 8.26 (s),   Velocity: 1.67 (m/s),   Accel:  -1.00 (m/s/s),   X:  2.02 (m),   Y:  1.73 (m),   Rot:  2.1451 (rads),   Rot:  122.91 (deg),   Curve:    0.26 (rads/m)
Time: 8.32 (s),   Velocity: 1.61 (m/s),   Accel:  -1.00 (m/s/s),   X:  1.97 (m),   Y:  1.81 (m),   Rot:  2.1802 (rads),   Rot:  124.92 (deg),   Curve:    0.46 (rads/m)
Time: 8.38 (s),   Velocity: 1.55 (m/s),   Accel:  -1.00 (m/s/s),   X:  1.91 (m),   Y:  1.89 (m),   Rot:  2.2343 (rads),   Rot:  128.01 (deg),   Curve:    0.66 (rads/m)
Time: 8.45 (s),   Velocity: 1.48 (m/s),   Accel:  -1.00 (m/s/s),   X:  1.85 (m),   Y:  1.96 (m),   Rot:  2.3062 (rads),   Rot:  132.14 (deg),   Curve:    0.83 (rads/m)
Time: 8.48 (s),   Velocity: 1.45 (m/s),   Accel:  -1.00 (m/s/s),   X:  1.81 (m),   Y:  2.00 (m),   Rot:  2.3482 (rads),   Rot:  134.54 (deg),   Curve:    0.90 (rads/m)
Time: 8.51 (s),   Velocity: 1.41 (m/s),   Accel:  -1.00 (m/s/s),   X:  1.78 (m),   Y:  2.03 (m),   Rot:  2.3935 (rads),   Rot:  137.14 (deg),   Curve:    0.95 (rads/m)
Time: 8.59 (s),   Velocity: 1.34 (m/s),   Accel:  -1.00 (m/s/s),   X:  1.70 (m),   Y:  2.10 (m),   Rot:  2.4776 (rads),   Rot:  141.96 (deg),   Curve:    0.74 (rads/m)
Time: 8.67 (s),   Velocity: 1.26 (m/s),   Accel:  -1.00 (m/s/s),   X:  1.62 (m),   Y:  2.16 (m),   Rot:  2.5451 (rads),   Rot:  145.82 (deg),   Curve:    0.59 (rads/m)
Time: 8.75 (s),   Velocity: 1.18 (m/s),   Accel:  -1.00 (m/s/s),   X:  1.53 (m),   Y:  2.21 (m),   Rot:  2.5992 (rads),   Rot:  148.92 (deg),   Curve:    0.47 (rads/m)
Time: 8.84 (s),   Velocity: 1.09 (m/s),   Accel:  -1.00 (m/s/s),   X:  1.44 (m),   Y:  2.26 (m),   Rot:  2.6424 (rads),   Rot:  151.40 (deg),   Curve:    0.38 (rads/m)
Time: 8.93 (s),   Velocity: 0.99 (m/s),   Accel:  -1.00 (m/s/s),   X:  1.36 (m),   Y:  2.31 (m),   Rot:  2.6765 (rads),   Rot:  153.35 (deg),   Curve:    0.31 (rads/m)
Time: 9.04 (s),   Velocity: 0.89 (m/s),   Accel:  -1.00 (m/s/s),   X:  1.27 (m),   Y:  2.35 (m),   Rot:  2.7024 (rads),   Rot:  154.83 (deg),   Curve:    0.24 (rads/m)
Time: 9.14 (s),   Velocity: 0.79 (m/s),   Accel:  -1.00 (m/s/s),   X:  1.19 (m),   Y:  2.39 (m),   Rot:  2.7203 (rads),   Rot:  155.86 (deg),   Curve:    0.16 (rads/m)
Time: 9.25 (s),   Velocity: 0.67 (m/s),   Accel:  -1.00 (m/s/s),   X:  1.11 (m),   Y:  2.42 (m),   Rot:  2.7295 (rads),   Rot:  156.39 (deg),   Curve:    0.05 (rads/m)
Time: 9.37 (s),   Velocity: 0.56 (m/s),   Accel:  -1.00 (m/s/s),   X:  1.05 (m),   Y:  2.45 (m),   Rot:  2.7271 (rads),   Rot:  156.25 (deg),   Curve:   -0.15 (rads/m)
Time: 9.49 (s),   Velocity: 0.44 (m/s),   Accel:  -1.00 (m/s/s),   X:  0.99 (m),   Y:  2.47 (m),   Rot:  2.7062 (rads),   Rot:  155.05 (deg),   Curve:   -0.65 (rads/m)
Time: 9.61 (s),   Velocity: 0.31 (m/s),   Accel:  -1.00 (m/s/s),   X:  0.95 (m),   Y:  2.49 (m),   Rot:  2.6456 (rads),   Rot:  151.58 (deg),   Curve:   -2.48 (rads/m)
Time: 9.68 (s),   Velocity: 0.25 (m/s),   Accel:  -1.00 (m/s/s),   X:  0.94 (m),   Y:  2.50 (m),   Rot:  2.5805 (rads),   Rot:  147.85 (deg),   Curve:   -5.50 (rads/m)
Time: 9.71 (s),   Velocity: 0.22 (m/s),   Accel:  -1.00 (m/s/s),   X:  0.93 (m),   Y:  2.51 (m),   Rot:  2.5298 (rads),   Rot:  144.95 (deg),   Curve:   -8.74 (rads/m)
Time: 9.74 (s),   Velocity: 0.19 (m/s),   Accel:  -1.00 (m/s/s),   X:  0.93 (m),   Y:  2.51 (m),   Rot:  2.4581 (rads),   Rot:  140.84 (deg),   Curve:  -14.74 (rads/m)
Time: 9.75 (s),   Velocity: 0.17 (m/s),   Accel:  -1.00 (m/s/s),   X:  0.92 (m),   Y:  2.51 (m),   Rot:  2.4106 (rads),   Rot:  138.12 (deg),   Curve:  -19.65 (rads/m)
Time: 9.77 (s),   Velocity: 0.16 (m/s),   Accel:  -1.00 (m/s/s),   X:  0.92 (m),   Y:  2.51 (m),   Rot:  2.3524 (rads),   Rot:  134.78 (deg),   Curve:  -26.72 (rads/m)
Time: 9.78 (s),   Velocity: 0.14 (m/s),   Accel:  -1.00 (m/s/s),   X:  0.92 (m),   Y:  2.52 (m),   Rot:  2.2799 (rads),   Rot:  130.63 (deg),   Curve:  -37.02 (rads/m)
Time: 9.79 (s),   Velocity: 0.14 (m/s),   Accel:  -1.00 (m/s/s),   X:  0.92 (m),   Y:  2.52 (m),   Rot:  2.2370 (rads),   Rot:  128.17 (deg),   Curve:  -43.84 (rads/m)
Time: 9.80 (s),   Velocity: 0.13 (m/s),   Accel:  -1.00 (m/s/s),   X:  0.92 (m),   Y:  2.52 (m),   Rot:  2.1888 (rads),   Rot:  125.41 (deg),   Curve:  -52.10 (rads/m)
Time: 9.81 (s),   Velocity: 0.12 (m/s),   Accel:  -1.00 (m/s/s),   X:  0.92 (m),   Y:  2.52 (m),   Rot:  2.1345 (rads),   Rot:  122.30 (deg),   Curve:  -62.01 (rads/m)
Time: 9.82 (s),   Velocity: 0.11 (m/s),   Accel:  -1.00 (m/s/s),   X:  0.92 (m),   Y:  2.52 (m),   Rot:  2.0734 (rads),   Rot:  118.79 (deg),   Curve:  -73.79 (rads/m)
Time: 9.82 (s),   Velocity: 0.10 (m/s),   Accel:  -1.00 (m/s/s),   X:  0.92 (m),   Y:  2.52 (m),   Rot:  2.0045 (rads),   Rot:  114.85 (deg),   Curve:  -87.54 (rads/m)
Time: 9.83 (s),   Velocity: 0.10 (m/s),   Accel:  -1.00 (m/s/s),   X:  0.92 (m),   Y:  2.52 (m),   Rot:  1.9274 (rads),   Rot:  110.43 (deg),   Curve: -103.12 (rads/m)
Time: 9.84 (s),   Velocity: 0.09 (m/s),   Accel:  -1.00 (m/s/s),   X:  0.92 (m),   Y:  2.52 (m),   Rot:  1.8414 (rads),   Rot:  105.51 (deg),   Curve: -120.03 (rads/m)
Time: 9.84 (s),   Velocity: 0.08 (m/s),   Accel:  -1.00 (m/s/s),   X:  0.92 (m),   Y:  2.52 (m),   Rot:  1.7951 (rads),   Rot:  102.85 (deg),   Curve: -128.67 (rads/m)
Time: 9.85 (s),   Velocity: 0.08 (m/s),   Accel:  -0.95 (m/s/s),   X:  0.92 (m),   Y:  2.52 (m),   Rot:  1.7467 (rads),   Rot:  100.08 (deg),   Curve: -137.19 (rads/m)
Time: 9.85 (s),   Velocity: 0.08 (m/s),   Accel:  -0.76 (m/s/s),   X:  0.92 (m),   Y:  2.52 (m),   Rot:  1.6961 (rads),   Rot:   97.18 (deg),   Curve: -145.37 (rads/m)
Time: 9.86 (s),   Velocity: 0.07 (m/s),   Accel:  -0.59 (m/s/s),   X:  0.92 (m),   Y:  2.52 (m),   Rot:  1.6436 (rads),   Rot:   94.17 (deg),   Curve: -152.94 (rads/m)
Time: 9.86 (s),   Velocity: 0.07 (m/s),   Accel:  -0.45 (m/s/s),   X:  0.92 (m),   Y:  2.52 (m),   Rot:  1.5894 (rads),   Rot:   91.07 (deg),   Curve: -159.63 (rads/m)
Time: 9.87 (s),   Velocity: 0.07 (m/s),   Accel:  -0.32 (m/s/s),   X:  0.92 (m),   Y:  2.52 (m),   Rot:  1.5337 (rads),   Rot:   87.88 (deg),   Curve: -165.16 (rads/m)
Time: 9.87 (s),   Velocity: 0.06 (m/s),   Accel:  -0.18 (m/s/s),   X:  0.92 (m),   Y:  2.52 (m),   Rot:  1.4769 (rads),   Rot:   84.62 (deg),   Curve: -169.30 (rads/m)
Time: 9.88 (s),   Velocity: 0.06 (m/s),   Accel:  -0.06 (m/s/s),   X:  0.92 (m),   Y:  2.52 (m),   Rot:  1.4192 (rads),   Rot:   81.31 (deg),   Curve: -171.83 (rads/m)
Time: 9.88 (s),   Velocity: 0.06 (m/s),   Accel:   0.06 (m/s/s),   X:  0.92 (m),   Y:  2.52 (m),   Rot:  1.3611 (rads),   Rot:   77.98 (deg),   Curve: -172.62 (rads/m)
Time: 9.89 (s),   Velocity: 0.06 (m/s),   Accel:   0.19 (m/s/s),   X:  0.92 (m),   Y:  2.53 (m),   Rot:  1.3029 (rads),   Rot:   74.65 (deg),   Curve: -171.64 (rads/m)
Time: 9.89 (s),   Velocity: 0.06 (m/s),   Accel:   0.32 (m/s/s),   X:  0.92 (m),   Y:  2.53 (m),   Rot:  1.2451 (rads),   Rot:   71.34 (deg),   Curve: -168.92 (rads/m)
Time: 9.90 (s),   Velocity: 0.07 (m/s),   Accel:   0.46 (m/s/s),   X:  0.92 (m),   Y:  2.53 (m),   Rot:  1.1881 (rads),   Rot:   68.07 (deg),   Curve: -164.59 (rads/m)
Time: 9.90 (s),   Velocity: 0.07 (m/s),   Accel:   0.61 (m/s/s),   X:  0.92 (m),   Y:  2.53 (m),   Rot:  1.1321 (rads),   Rot:   64.87 (deg),   Curve: -158.86 (rads/m)
Time: 9.91 (s),   Velocity: 0.07 (m/s),   Accel:   0.78 (m/s/s),   X:  0.92 (m),   Y:  2.53 (m),   Rot:  1.0776 (rads),   Rot:   61.74 (deg),   Curve: -151.98 (rads/m)
Time: 9.91 (s),   Velocity: 0.08 (m/s),   Accel:   0.97 (m/s/s),   X:  0.92 (m),   Y:  2.53 (m),   Rot:  1.0247 (rads),   Rot:   58.71 (deg),   Curve: -144.22 (rads/m)
Time: 9.92 (s),   Velocity: 0.08 (m/s),   Accel:   1.00 (m/s/s),   X:  0.92 (m),   Y:  2.53 (m),   Rot:  0.9737 (rads),   Rot:   55.79 (deg),   Curve: -135.87 (rads/m)
Time: 9.92 (s),   Velocity: 0.08 (m/s),   Accel:   1.00 (m/s/s),   X:  0.92 (m),   Y:  2.53 (m),   Rot:  0.9248 (rads),   Rot:   52.99 (deg),   Curve: -127.18 (rads/m)
Time: 9.93 (s),   Velocity: 0.09 (m/s),   Accel:   1.00 (m/s/s),   X:  0.92 (m),   Y:  2.53 (m),   Rot:  0.8781 (rads),   Rot:   50.31 (deg),   Curve: -118.38 (rads/m)
Time: 9.94 (s),   Velocity: 0.10 (m/s),   Accel:   1.00 (m/s/s),   X:  0.92 (m),   Y:  2.53 (m),   Rot:  0.7912 (rads),   Rot:   45.33 (deg),   Curve: -101.23 (rads/m)
Time: 9.94 (s),   Velocity: 0.11 (m/s),   Accel:   1.00 (m/s/s),   X:  0.92 (m),   Y:  2.53 (m),   Rot:  0.7131 (rads),   Rot:   40.86 (deg),   Curve:  -85.49 (rads/m)
Time: 9.95 (s),   Velocity: 0.11 (m/s),   Accel:   1.00 (m/s/s),   X:  0.92 (m),   Y:  2.53 (m),   Rot:  0.6434 (rads),   Rot:   36.86 (deg),   Curve:  -71.66 (rads/m)
Time: 9.96 (s),   Velocity: 0.12 (m/s),   Accel:   1.00 (m/s/s),   X:  0.92 (m),   Y:  2.53 (m),   Rot:  0.5814 (rads),   Rot:   33.31 (deg),   Curve:  -59.86 (rads/m)
Time: 9.97 (s),   Velocity: 0.13 (m/s),   Accel:   1.00 (m/s/s),   X:  0.92 (m),   Y:  2.53 (m),   Rot:  0.5264 (rads),   Rot:   30.16 (deg),   Curve:  -49.99 (rads/m)
Time: 9.98 (s),   Velocity: 0.14 (m/s),   Accel:   1.00 (m/s/s),   X:  0.92 (m),   Y:  2.53 (m),   Rot:  0.4775 (rads),   Rot:   27.36 (deg),   Curve:  -41.81 (rads/m)
Time: 9.99 (s),   Velocity: 0.15 (m/s),   Accel:   1.00 (m/s/s),   X:  0.93 (m),   Y:  2.53 (m),   Rot:  0.3952 (rads),   Rot:   22.64 (deg),   Curve:  -29.55 (rads/m)
Time: 10.01 (s),   Velocity: 0.17 (m/s),   Accel:   1.00 (m/s/s),   X:  0.93 (m),   Y:  2.53 (m),   Rot:  0.3293 (rads),   Rot:   18.87 (deg),   Curve:  -21.27 (rads/m)
Time: 10.03 (s),   Velocity: 0.19 (m/s),   Accel:   1.00 (m/s/s),   X:  0.93 (m),   Y:  2.53 (m),   Rot:  0.2759 (rads),   Rot:   15.81 (deg),   Curve:  -15.61 (rads/m)
Time: 10.04 (s),   Velocity: 0.20 (m/s),   Accel:   1.00 (m/s/s),   X:  0.93 (m),   Y:  2.53 (m),   Rot:  0.2321 (rads),   Rot:   13.30 (deg),   Curve:  -11.69 (rads/m)
Time: 10.08 (s),   Velocity: 0.24 (m/s),   Accel:   1.00 (m/s/s),   X:  0.94 (m),   Y:  2.54 (m),   Rot:  0.1651 (rads),   Rot:    9.46 (deg),   Curve:   -6.90 (rads/m)
Time: 10.15 (s),   Velocity: 0.31 (m/s),   Accel:  -0.84 (m/s/s),   X:  0.96 (m),   Y:  2.54 (m),   Rot:  0.0809 (rads),   Rot:    4.63 (deg),   Curve:   -2.85 (rads/m)
Time: 10.51 (s),   Velocity: 0.00 (m/s),   Accel:  -0.84 (m/s/s),   X:  1.02 (m),   Y:  2.54 (m),   Rot: -0.0000 (rads),   Rot:   -0.00 (deg),   Curve:   -0.74 (rads/m)

