Time (s), Velocity (m/s), Acceleration (m/s/s), X (m), Y (m), Rotation (rads), Rotation (deg), Curvature (rads/m)
Time: 3.47 (s),   Velocity: 0.40 (m/s),   Accel:   9.67 (m/s/s),   X:  5.36 (m),   Y:  0.51 (m),   Rot: -2.5960 (rads),   Rot: -148.74 (deg),   Curve:  -25.62 (rads/m)
Time: 3.48 (s),   Velocity: 0.45 (m/s),   Accel:  10.00 (m/s/s),   X:  5.36 (m),   Y:  0.51 (m),   Rot: -2.6483 (rads),   Rot: -151.74 (deg),   Curve:  -22.51 (rads/m)
Time: 3.48 (s),   Velocity: 0.49 (m/s),   Accel:  10.00 (m/s/s),   X:  5.35 (m),   Y:  0.51 (m),   Rot: -2.6960 (rads),   Rot: -154.47 (deg),   Curve:  -19.73 (rads/m)
Time: 3.49 (s),   Velocity: 0.58 (m/s),   Accel:  10.00 (m/s/s),   X:  5.35 (m),   Y:  0.51 (m),   Rot: -2.7788 (rads),   Rot: -159.22 (deg),   Curve:  -15.14 (rads/m)
Time: 3.50 (s),   Velocity: 0.67 (m/s),   Accel:  10.00 (m/s/s),   X:  5.34 (m),   Y:  0.51 (m),   Rot: -2.8474 (rads),   Rot: -163.14 (deg),   Curve:  -11.65 (rads/m)
Time: 3.50 (s),   Velocity: 0.74 (m/s),   Accel:  10.00 (m/s/s),   X:  5.34 (m),   Y:  0.51 (m),   Rot: -2.9042 (rads),   Rot: -166.40 (deg),   Curve:   -9.03 (rads/m)
Time: 3.52 (s),   Velocity: 0.89 (m/s),   Accel:  10.00 (m/s/s),   X:  5.33 (m),   Y:  0.50 (m),   Rot: -2.9907 (rads),   Rot: -171.35 (deg),   Curve:   -5.57 (rads/m)
Time: 3.53 (s),   Velocity: 1.03 (m/s),   Accel:  10.00 (m/s/s),   X:  5.31 (m),   Y:  0.50 (m),   Rot: -3.0510 (rads),   Rot: -174.81 (deg),   Curve:   -3.52 (rads/m)
Time: 3.56 (s),   Velocity: 1.30 (m/s),   Accel:   8.75 (m/s/s),   X:  5.28 (m),   Y:  0.50 (m),   Rot: -3.1203 (rads),   Rot: -178.78 (deg),   Curve:   -1.33 (rads/m)
Time: 3.58 (s),   Velocity: 1.50 (m/s),   Accel: -10.00 (m/s/s),   X:  5.25 (m),   Y:  0.50 (m),   Rot:  3.1416 (rads),   Rot:  180.00 (deg),   Curve:   -0.00 (rads/m)
Time: 3.63 (s),   Velocity: 1.00 (m/s),   Accel: -10.00 (m/s/s),   X:  5.19 (m),   Y:  0.50 (m),   Rot: -3.0840 (rads),   Rot: -176.70 (deg),   Curve:    2.32 (rads/m)
Time: 3.65 (s),   Velocity: 0.85 (m/s),   Accel: -10.00 (m/s/s),   X:  5.17 (m),   Y:  0.50 (m),   Rot: -3.0442 (rads),   Rot: -174.42 (deg),   Curve:    3.85 (rads/m)
Time: 3.66 (s),   Velocity: 0.70 (m/s),   Accel: -10.00 (m/s/s),   X:  5.16 (m),   Y:  0.50 (m),   Rot: -2.9848 (rads),   Rot: -171.02 (deg),   Curve:    6.72 (rads/m)
Time: 3.67 (s),   Velocity: 0.62 (m/s),   Accel: -10.00 (m/s/s),   X:  5.16 (m),   Y:  0.50 (m),   Rot: -2.9441 (rads),   Rot: -168.68 (deg),   Curve:    9.15 (rads/m)
Time: 3.68 (s),   Velocity: 0.54 (m/s),   Accel: -10.00 (m/s/s),   X:  5.15 (m),   Y:  0.49 (m),   Rot: -2.8928 (rads),   Rot: -165.74 (deg),   Curve:   12.79 (rads/m)
Time: 3.69 (s),   Velocity: 0.46 (m/s),   Accel: -10.00 (m/s/s),   X:  5.15 (m),   Y:  0.49 (m),   Rot: -2.8271 (rads),   Rot: -161.98 (deg),   Curve:   18.39 (rads/m)
Time: 3.70 (s),   Velocity: 0.36 (m/s),   Accel: -10.00 (m/s/s),   X:  5.14 (m),   Y:  0.49 (m),   Rot: -2.7415 (rads),   Rot: -157.08 (deg),   Curve:   27.23 (rads/m)
Time: 3.70 (s),   Velocity: 0.31 (m/s),   Accel:  -9.64 (m/s/s),   X:  5.14 (m),   Y:  0.49 (m),   Rot: -2.6888 (rads),   Rot: -154.06 (deg),   Curve:   33.46 (rads/m)
Time: 3.71 (s),   Velocity: 0.25 (m/s),   Accel:  -7.02 (m/s/s),   X:  5.14 (m),   Y:  0.49 (m),   Rot: -2.6280 (rads),   Rot: -150.57 (deg),   Curve:   41.31 (rads/m)
Time: 3.72 (s),   Velocity: 0.21 (m/s),   Accel:  -4.98 (m/s/s),   X:  5.14 (m),   Y:  0.49 (m),   Rot: -2.5576 (rads),   Rot: -146.54 (deg),   Curve:   51.11 (rads/m)
Time: 3.72 (s),   Velocity: 0.17 (m/s),   Accel:  -3.76 (m/s/s),   X:  5.14 (m),   Y:  0.49 (m),   Rot: -2.4762 (rads),   Rot: -141.88 (deg),   Curve:   63.09 (rads/m)
Time: 3.73 (s),   Velocity: 0.15 (m/s),   Accel:  -3.10 (m/s/s),   X:  5.14 (m),   Y:  0.49 (m),   Rot: -2.4309 (rads),   Rot: -139.28 (deg),   Curve:   69.89 (rads/m)
Time: 3.73 (s),   Velocity: 0.14 (m/s),   Accel:  -2.53 (m/s/s),   X:  5.14 (m),   Y:  0.49 (m),   Rot: -2.3823 (rads),   Rot: -136.50 (deg),   Curve:   77.17 (rads/m)
Time: 3.74 (s),   Velocity: 0.13 (m/s),   Accel:  -2.05 (m/s/s),   X:  5.14 (m),   Y:  0.49 (m),   Rot: -2.3305 (rads),   Rot: -133.53 (deg),   Curve:   84.82 (rads/m)
Time: 3.74 (s),   Velocity: 0.12 (m/s),   Accel:  -1.64 (m/s/s),   X:  5.14 (m),   Y:  0.49 (m),   Rot: -2.2752 (rads),   Rot: -130.36 (deg),   Curve:   92.69 (rads/m)
Time: 3.75 (s),   Velocity: 0.11 (m/s),   Accel:  -1.28 (m/s/s),   X:  5.14 (m),   Y:  0.49 (m),   Rot: -2.2166 (rads),   Rot: -127.00 (deg),   Curve:  100.55 (rads/m)
Time: 3.75 (s),   Velocity: 0.10 (m/s),   Accel:  -0.98 (m/s/s),   X:  5.14 (m),   Y:  0.49 (m),   Rot: -2.1548 (rads),   Rot: -123.46 (deg),   Curve:  108.09 (rads/m)
Time: 3.76 (s),   Velocity: 0.09 (m/s),   Accel:  -0.72 (m/s/s),   X:  5.14 (m),   Y:  0.49 (m),   Rot: -2.0901 (rads),   Rot: -119.75 (deg),   Curve:  114.97 (rads/m)
Time: 3.77 (s),   Velocity: 0.09 (m/s),   Accel:  -0.48 (m/s/s),   X:  5.14 (m),   Y:  0.49 (m),   Rot: -2.0228 (rads),   Rot: -115.90 (deg),   Curve:  120.82 (rads/m)
Time: 3.77 (s),   Velocity: 0.09 (m/s),   Accel:  -0.27 (m/s/s),   X:  5.14 (m),   Y:  0.48 (m),   Rot: -1.9535 (rads),   Rot: -111.93 (deg),   Curve:  125.25 (rads/m)
Time: 3.78 (s),   Velocity: 0.09 (m/s),   Accel:  -0.07 (m/s/s),   X:  5.14 (m),   Y:  0.48 (m),   Rot: -1.8827 (rads),   Rot: -107.87 (deg),   Curve:  127.96 (rads/m)
Time: 3.78 (s),   Velocity: 0.08 (m/s),   Accel:   0.13 (m/s/s),   X:  5.13 (m),   Y:  0.48 (m),   Rot: -1.8112 (rads),   Rot: -103.78 (deg),   Curve:  128.75 (rads/m)
Time: 3.79 (s),   Velocity: 0.09 (m/s),   Accel:   0.34 (m/s/s),   X:  5.13 (m),   Y:  0.48 (m),   Rot: -1.7397 (rads),   Rot:  -99.68 (deg),   Curve:  127.54 (rads/m)
Time: 3.80 (s),   Velocity: 0.09 (m/s),   Accel:   0.56 (m/s/s),   X:  5.13 (m),   Y:  0.48 (m),   Rot: -1.6689 (rads),   Rot:  -95.62 (deg),   Curve:  124.42 (rads/m)
Time: 3.80 (s),   Velocity: 0.09 (m/s),   Accel:   0.79 (m/s/s),   X:  5.13 (m),   Y:  0.48 (m),   Rot: -1.5995 (rads),   Rot:  -91.64 (deg),   Curve:  119.61 (rads/m)
Time: 3.81 (s),   Velocity: 0.10 (m/s),   Accel:   1.05 (m/s/s),   X:  5.13 (m),   Y:  0.48 (m),   Rot: -1.5321 (rads),   Rot:  -87.78 (deg),   Curve:  113.44 (rads/m)
Time: 3.82 (s),   Velocity: 0.10 (m/s),   Accel:   1.37 (m/s/s),   X:  5.13 (m),   Y:  0.48 (m),   Rot: -1.4673 (rads),   Rot:  -84.07 (deg),   Curve:  106.29 (rads/m)
Time: 3.82 (s),   Velocity: 0.11 (m/s),   Accel:   1.74 (m/s/s),   X:  5.13 (m),   Y:  0.48 (m),   Rot: -1.4054 (rads),   Rot:  -80.52 (deg),   Curve:   98.53 (rads/m)
Time: 3.83 (s),   Velocity: 0.12 (m/s),   Accel:   2.18 (m/s/s),   X:  5.13 (m),   Y:  0.48 (m),   Rot: -1.3467 (rads),   Rot:  -77.16 (deg),   Curve:   90.52 (rads/m)
Time: 3.83 (s),   Velocity: 0.13 (m/s),   Accel:   2.69 (m/s/s),   X:  5.14 (m),   Y:  0.48 (m),   Rot: -1.2912 (rads),   Rot:  -73.98 (deg),   Curve:   82.54 (rads/m)
Time: 3.84 (s),   Velocity: 0.14 (m/s),   Accel:   3.30 (m/s/s),   X:  5.14 (m),   Y:  0.48 (m),   Rot: -1.2392 (rads),   Rot:  -71.00 (deg),   Curve:   74.83 (rads/m)
Time: 3.84 (s),   Velocity: 0.16 (m/s),   Accel:   4.00 (m/s/s),   X:  5.14 (m),   Y:  0.48 (m),   Rot: -1.1905 (rads),   Rot:  -68.21 (deg),   Curve:   67.53 (rads/m)
Time: 3.85 (s),   Velocity: 0.18 (m/s),   Accel:   5.29 (m/s/s),   X:  5.14 (m),   Y:  0.48 (m),   Rot: -1.1450 (rads),   Rot:  -65.60 (deg),   Curve:   60.75 (rads/m)
Time: 3.85 (s),   Velocity: 0.22 (m/s),   Accel:   7.45 (m/s/s),   X:  5.14 (m),   Y:  0.48 (m),   Rot: -1.0632 (rads),   Rot:  -60.91 (deg),   Curve:   48.87 (rads/m)
Time: 3.86 (s),   Velocity: 0.27 (m/s),   Accel:  10.00 (m/s/s),   X:  5.14 (m),   Y:  0.47 (m),   Rot: -0.9924 (rads),   Rot:  -56.86 (deg),   Curve:   39.23 (rads/m)
Time: 3.87 (s),   Velocity: 0.32 (m/s),   Accel:  10.00 (m/s/s),   X:  5.14 (m),   Y:  0.47 (m),   Rot: -0.9312 (rads),   Rot:  -53.35 (deg),   Curve:   31.56 (rads/m)
Time: 3.87 (s),   Velocity: 0.38 (m/s),   Accel:  10.00 (m/s/s),   X:  5.14 (m),   Y:  0.47 (m),   Rot: -0.8781 (rads),   Rot:  -50.31 (deg),   Curve:   25.51 (rads/m)
Time: 3.88 (s),   Velocity: 0.43 (m/s),   Accel:  10.00 (m/s/s),   X:  5.14 (m),   Y:  0.47 (m),   Rot: -0.8319 (rads),   Rot:  -47.67 (deg),   Curve:   20.75 (rads/m)
Time: 3.89 (s),   Velocity: 0.52 (m/s),   Accel:  10.00 (m/s/s),   X:  5.14 (m),   Y:  0.47 (m),   Rot: -0.7561 (rads),   Rot:  -43.32 (deg),   Curve:   14.05 (rads/m)
Time: 3.89 (s),   Velocity: 0.61 (m/s),   Accel:  10.00 (m/s/s),   X:  5.15 (m),   Y:  0.46 (m),   Rot: -0.6971 (rads),   Rot:  -39.94 (deg),   Curve:    9.82 (rads/m)
Time: 3.91 (s),   Velocity: 0.78 (m/s),   Accel:  10.00 (m/s/s),   X:  5.16 (m),   Y:  0.46 (m),   Rot: -0.6123 (rads),   Rot:  -35.08 (deg),   Curve:    5.21 (rads/m)
Time: 3.93 (s),   Velocity: 0.95 (m/s),   Accel:  10.00 (m/s/s),   X:  5.17 (m),   Y:  0.45 (m),   Rot: -0.5552 (rads),   Rot:  -31.81 (deg),   Curve:    3.04 (rads/m)
Time: 3.96 (s),   Velocity: 1.27 (m/s),   Accel:  10.00 (m/s/s),   X:  5.20 (m),   Y:  0.43 (m),   Rot: -0.4848 (rads),   Rot:  -27.78 (deg),   Curve:    1.26 (rads/m)
Time: 3.99 (s),   Velocity: 1.59 (m/s),   Accel:  10.00 (m/s/s),   X:  5.24 (m),   Y:  0.41 (m),   Rot: -0.4442 (rads),   Rot:  -25.45 (deg),   Curve:    0.63 (rads/m)
Time: 4.05 (s),   Velocity: 2.21 (m/s),   Accel:  10.00 (m/s/s),   X:  5.35 (m),   Y:  0.36 (m),   Rot: -0.4022 (rads),   Rot:  -23.05 (deg),   Curve:    0.20 (rads/m)
Time: 4.08 (s),   Velocity: 2.50 (m/s),   Accel:  10.00 (m/s/s),   X:  5.41 (m),   Y:  0.34 (m),   Rot: -0.3913 (rads),   Rot:  -22.42 (deg),   Curve:    0.12 (rads/m)
Time: 4.11 (s),   Velocity: 2.78 (m/s),   Accel:  10.00 (m/s/s),   X:  5.48 (m),   Y:  0.31 (m),   Rot: -0.3843 (rads),   Rot:  -22.02 (deg),   Curve:    0.07 (rads/m)
Time: 4.14 (s),   Velocity: 3.04 (m/s),   Accel:  10.00 (m/s/s),   X:  5.55 (m),   Y:  0.28 (m),   Rot: -0.3804 (rads),   Rot:  -21.80 (deg),   Curve:    0.03 (rads/m)
Time: 4.16 (s),   Velocity: 3.29 (m/s),   Accel: -10.00 (m/s/s),   X:  5.63 (m),   Y:  0.25 (m),   Rot: -0.3792 (rads),   Rot:  -21.73 (deg),   Curve:    0.00 (rads/m)
Time: 4.19 (s),   Velocity: 3.04 (m/s),   Accel: -10.00 (m/s/s),   X:  5.70 (m),   Y:  0.22 (m),   Rot: -0.3804 (rads),   Rot:  -21.80 (deg),   Curve:   -0.03 (rads/m)
Time: 4.21 (s),   Velocity: 2.78 (m/s),   Accel: -10.00 (m/s/s),   X:  5.77 (m),   Y:  0.19 (m),   Rot: -0.3843 (rads),   Rot:  -22.02 (deg),   Curve:   -0.07 (rads/m)
Time: 4.24 (s),   Velocity: 2.50 (m/s),   Accel: -10.00 (m/s/s),   X:  5.84 (m),   Y:  0.16 (m),   Rot: -0.3913 (rads),   Rot:  -22.42 (deg),   Curve:   -0.12 (rads/m)
Time: 4.27 (s),   Velocity: 2.21 (m/s),   Accel: -10.00 (m/s/s),   X:  5.90 (m),   Y:  0.14 (m),   Rot: -0.4022 (rads),   Rot:  -23.05 (deg),   Curve:   -0.20 (rads/m)
Time: 4.33 (s),   Velocity: 1.59 (m/s),   Accel: -10.00 (m/s/s),   X:  6.01 (m),   Y:  0.09 (m),   Rot: -0.4442 (rads),   Rot:  -25.45 (deg),   Curve:   -0.63 (rads/m)
Time: 4.37 (s),   Velocity: 1.27 (m/s),   Accel: -10.00 (m/s/s),   X:  6.05 (m),   Y:  0.07 (m),   Rot: -0.4848 (rads),   Rot:  -27.78 (deg),   Curve:   -1.26 (rads/m)
Time: 4.40 (s),   Velocity: 0.95 (m/s),   Accel: -10.00 (m/s/s),   X:  6.08 (m),   Y:  0.05 (m),   Rot: -0.5552 (rads),   Rot:  -31.81 (deg),   Curve:   -3.04 (rads/m)
Time: 4.41 (s),   Velocity: 0.78 (m/s),   Accel: -10.00 (m/s/s),   X:  6.09 (m),   Y:  0.04 (m),   Rot: -0.6123 (rads),   Rot:  -35.08 (deg),   Curve:   -5.21 (rads/m)
Time: 4.43 (s),   Velocity: 0.61 (m/s),   Accel: -10.00 (m/s/s),   X:  6.10 (m),   Y:  0.04 (m),   Rot: -0.6971 (rads),   Rot:  -39.94 (deg),   Curve:   -9.82 (rads/m)
Time: 4.44 (s),   Velocity: 0.52 (m/s),   Accel: -10.00 (m/s/s),   X:  6.11 (m),   Y:  0.03 (m),   Rot: -0.7561 (rads),   Rot:  -43.32 (deg),   Curve:  -14.05 (rads/m)
Time: 4.45 (s),   Velocity: 0.43 (m/s),   Accel: -10.00 (m/s/s),   X:  6.11 (m),   Y:  0.03 (m),   Rot: -0.8319 (rads),   Rot:  -47.67 (deg),   Curve:  -20.75 (rads/m)
Time: 4.45 (s),   Velocity: 0.38 (m/s),   Accel: -10.00 (m/s/s),   X:  6.11 (m),   Y:  0.03 (m),   Rot: -0.8781 (rads),   Rot:  -50.31 (deg),   Curve:  -25.51 (rads/m)
Time: 4.46 (s),   Velocity: 0.32 (m/s),   Accel: -10.00 (m/s/s),   X:  6.11 (m),   Y:  0.03 (m),   Rot: -0.9312 (rads),   Rot:  -53.35 (deg),   Curve:  -31.56 (rads/m)
Time: 4.47 (s),   Velocity: 0.27 (m/s),   Accel:  -7.45 (m/s/s),   X:  6.11 (m),   Y:  0.03 (m),   Rot: -0.9924 (rads),   Rot:  -56.86 (deg),   Curve:  -39.23 (rads/m)
Time: 4.47 (s),   Velocity: 0.22 (m/s),   Accel:  -5.29 (m/s/s),   X:  6.11 (m),   Y:  0.02 (m),   Rot: -1.0632 (rads),   Rot:  -60.91 (deg),   Curve:  -48.87 (rads/m)
Time: 4.48 (s),   Velocity: 0.18 (m/s),   Accel:  -4.00 (m/s/s),   X:  6.11 (m),   Y:  0.02 (m),   Rot: -1.1450 (rads),   Rot:  -65.60 (deg),   Curve:  -60.75 (rads/m)
Time: 4.48 (s),   Velocity: 0.16 (m/s),   Accel:  -3.30 (m/s/s),   X:  6.11 (m),   Y:  0.02 (m),   Rot: -1.1905 (rads),   Rot:  -68.21 (deg),   Curve:  -67.53 (rads/m)
Time: 4.49 (s),   Velocity: 0.14 (m/s),   Accel:  -2.69 (m/s/s),   X:  6.11 (m),   Y:  0.02 (m),   Rot: -1.2392 (rads),   Rot:  -71.00 (deg),   Curve:  -74.83 (rads/m)
Time: 4.49 (s),   Velocity: 0.13 (m/s),   Accel:  -2.18 (m/s/s),   X:  6.11 (m),   Y:  0.02 (m),   Rot: -1.2912 (rads),   Rot:  -73.98 (deg),   Curve:  -82.54 (rads/m)
Time: 4.50 (s),   Velocity: 0.12 (m/s),   Accel:  -1.74 (m/s/s),   X:  6.12 (m),   Y:  0.02 (m),   Rot: -1.3467 (rads),   Rot:  -77.16 (deg),   Curve:  -90.52 (rads/m)
Time: 4.50 (s),   Velocity: 0.11 (m/s),   Accel:  -1.37 (m/s/s),   X:  6.12 (m),   Y:  0.02 (m),   Rot: -1.4054 (rads),   Rot:  -80.52 (deg),   Curve:  -98.53 (rads/m)
Time: 4.51 (s),   Velocity: 0.10 (m/s),   Accel:  -1.05 (m/s/s),   X:  6.12 (m),   Y:  0.02 (m),   Rot: -1.4673 (rads),   Rot:  -84.07 (deg),   Curve: -106.29 (rads/m)
Time: 4.52 (s),   Velocity: 0.10 (m/s),   Accel:  -0.79 (m/s/s),   X:  6.12 (m),   Y:  0.02 (m),   Rot: -1.5321 (rads),   Rot:  -87.78 (deg),   Curve: -113.44 (rads/m)
Time: 4.52 (s),   Velocity: 0.09 (m/s),   Accel:  -0.56 (m/s/s),   X:  6.12 (m),   Y:  0.02 (m),   Rot: -1.5995 (rads),   Rot:  -91.64 (deg),   Curve: -119.61 (rads/m)
Time: 4.53 (s),   Velocity: 0.09 (m/s),   Accel:  -0.34 (m/s/s),   X:  6.12 (m),   Y:  0.02 (m),   Rot: -1.6689 (rads),   Rot:  -95.62 (deg),   Curve: -124.42 (rads/m)
Time: 4.54 (s),   Velocity: 0.09 (m/s),   Accel:  -0.13 (m/s/s),   X:  6.12 (m),   Y:  0.02 (m),   Rot: -1.7397 (rads),   Rot:  -99.68 (deg),   Curve: -127.54 (rads/m)
Time: 4.54 (s),   Velocity: 0.08 (m/s),   Accel:   0.07 (m/s/s),   X:  6.12 (m),   Y:  0.02 (m),   Rot: -1.8112 (rads),   Rot: -103.78 (deg),   Curve: -128.75 (rads/m)
Time: 4.55 (s),   Velocity: 0.09 (m/s),   Accel:   0.27 (m/s/s),   X:  6.11 (m),   Y:  0.02 (m),   Rot: -1.8827 (rads),   Rot: -107.87 (deg),   Curve: -127.96 (rads/m)
Time: 4.55 (s),   Velocity: 0.09 (m/s),   Accel:   0.48 (m/s/s),   X:  6.11 (m),   Y:  0.02 (m),   Rot: -1.9535 (rads),   Rot: -111.93 (deg),   Curve: -125.25 (rads/m)
Time: 4.56 (s),   Velocity: 0.09 (m/s),   Accel:   0.72 (m/s/s),   X:  6.11 (m),   Y:  0.01 (m),   Rot: -2.0228 (rads),   Rot: -115.90 (deg),   Curve: -120.82 (rads/m)
Time: 4.57 (s),   Velocity: 0.09 (m/s),   Accel:   0.98 (m/s/s),   X:  6.11 (m),   Y:  0.01 (m),   Rot: -2.0901 (rads),   Rot: -119.75 (deg),   Curve: -114.97 (rads/m)
Time: 4.57 (s),   Velocity: 0.10 (m/s),   Accel:   1.28 (m/s/s),   X:  6.11 (m),   Y:  0.01 (m),   Rot: -2.1548 (rads),   Rot: -123.46 (deg),   Curve: -108.09 (rads/m)
Time: 4.58 (s),   Velocity: 0.11 (m/s),   Accel:   1.64 (m/s/s),   X:  6.11 (m),   Y:  0.01 (m),   Rot: -2.2166 (rads),   Rot: -127.00 (deg),   Curve: -100.55 (rads/m)
Time: 4.58 (s),   Velocity: 0.12 (m/s),   Accel:   2.05 (m/s/s),   X:  6.11 (m),   Y:  0.01 (m),   Rot: -2.2752 (rads),   Rot: -130.36 (deg),   Curve:  -92.69 (rads/m)
Time: 4.59 (s),   Velocity: 0.13 (m/s),   Accel:   2.53 (m/s/s),   X:  6.11 (m),   Y:  0.01 (m),   Rot: -2.3305 (rads),   Rot: -133.53 (deg),   Curve:  -84.82 (rads/m)
Time: 4.59 (s),   Velocity: 0.14 (m/s),   Accel:   3.10 (m/s/s),   X:  6.11 (m),   Y:  0.01 (m),   Rot: -2.3823 (rads),   Rot: -136.50 (deg),   Curve:  -77.17 (rads/m)
Time: 4.60 (s),   Velocity: 0.15 (m/s),   Accel:   3.76 (m/s/s),   X:  6.11 (m),   Y:  0.01 (m),   Rot: -2.4309 (rads),   Rot: -139.28 (deg),   Curve:  -69.89 (rads/m)
Time: 4.60 (s),   Velocity: 0.17 (m/s),   Accel:   4.98 (m/s/s),   X:  6.11 (m),   Y:  0.01 (m),   Rot: -2.4762 (rads),   Rot: -141.88 (deg),   Curve:  -63.09 (rads/m)
Time: 4.61 (s),   Velocity: 0.21 (m/s),   Accel:   7.02 (m/s/s),   X:  6.11 (m),   Y:  0.01 (m),   Rot: -2.5576 (rads),   Rot: -146.54 (deg),   Curve:  -51.11 (rads/m)
Time: 4.62 (s),   Velocity: 0.25 (m/s),   Accel:   9.64 (m/s/s),   X:  6.11 (m),   Y:  0.01 (m),   Rot: -2.6280 (rads),   Rot: -150.57 (deg),   Curve:  -41.31 (rads/m)
Time: 4.62 (s),   Velocity: 0.31 (m/s),   Accel:  10.00 (m/s/s),   X:  6.11 (m),   Y:  0.01 (m),   Rot: -2.6888 (rads),   Rot: -154.06 (deg),   Curve:  -33.46 (rads/m)
Time: 4.63 (s),   Velocity: 0.36 (m/s),   Accel:  10.00 (m/s/s),   X:  6.11 (m),   Y:  0.01 (m),   Rot: -2.7415 (rads),   Rot: -157.08 (deg),   Curve:  -27.23 (rads/m)
Time: 4.64 (s),   Velocity: 0.46 (m/s),   Accel:  10.00 (m/s/s),   X:  6.10 (m),   Y:  0.01 (m),   Rot: -2.8271 (rads),   Rot: -161.98 (deg),   Curve:  -18.39 (rads/m)
Time: 4.65 (s),   Velocity: 0.54 (m/s),   Accel:  10.00 (m/s/s),   X:  6.10 (m),   Y:  0.01 (m),   Rot: -2.8928 (rads),   Rot: -165.74 (deg),   Curve:  -12.79 (rads/m)
Time: 4.65 (s),   Velocity: 0.62 (m/s),   Accel:  10.00 (m/s/s),   X:  6.09 (m),   Y:  0.00 (m),   Rot: -2.9441 (rads),   Rot: -168.68 (deg),   Curve:   -9.15 (rads/m)
Time: 4.66 (s),   Velocity: 0.70 (m/s),   Accel:  10.00 (m/s/s),   X:  6.09 (m),   Y:  0.00 (m),   Rot: -2.9848 (rads),   Rot: -171.02 (deg),   Curve:   -6.72 (rads/m)
Time: 4.68 (s),   Velocity: 0.85 (m/s),   Accel:  10.00 (m/s/s),   X:  6.08 (m),   Y:  0.00 (m),   Rot: -3.0442 (rads),   Rot: -174.42 (deg),   Curve:   -3.85 (rads/m)
Time: 4.69 (s),   Velocity: 1.00 (m/s),   Accel:  -7.79 (m/s/s),   X:  6.06 (m),   Y:  0.00 (m),   Rot: -3.0840 (rads),   Rot: -176.70 (deg),   Curve:   -2.32 (rads/m)
Time: 4.82 (s),   Velocity: 0.00 (m/s),   Accel:  -7.79 (m/s/s),   X:  6.00 (m),   Y: -0.00 (m),   Rot: -3.1416 (rads),   Rot: -180.00 (deg),   Curve:   -0.00 (rads/m)

