Time (s), Velocity (m/s), Acceleration (m/s/s), X (m), Y (m), Rotation (rads), Rotation (deg), Curvature (rads/m)
Time: 5.53 (s),   Velocity: 2.68 (m/s),   Accel:  -0.21 (m/s/s),   X:  3.83 (m),   Y:  0.61 (m),   Rot: -0.2371 (rads),   Rot:  -13.59 (deg),   Curve:    1.87 (rads/m)
Time: 5.54 (s),   Velocity: 2.67 (m/s),   Accel:  -0.30 (m/s/s),   X:  3.86 (m),   Y:  0.60 (m),   Rot: -0.1926 (rads),   Rot:  -11.03 (deg),   Curve:    1.90 (rads/m)
Time: 5.55 (s),   Velocity: 2.67 (m/s),   Accel:  -1.00 (m/s/s),   X:  3.88 (m),   Y:  0.60 (m),   Rot: -0.1480 (rads),   Rot:   -8.48 (deg),   Curve:    1.93 (rads/m)
Time: 5.56 (s),   Velocity: 2.66 (m/s),   Accel:  -1.00 (m/s/s),   X:  3.90 (m),   Y:  0.59 (m),   Rot: -0.1034 (rads),   Rot:   -5.93 (deg),   Curve:    1.94 (rads/m)
Time: 5.57 (s),   Velocity: 2.66 (m/s),   Accel:  -1.00 (m/s/s),   X:  3.92 (m),   Y:  0.59 (m),   Rot: -0.0590 (rads),   Rot:   -3.38 (deg),   Curve:    1.94 (rads/m)
Time: 5.58 (s),   Velocity: 2.65 (m/s),   Accel:  -1.00 (m/s/s),   X:  3.95 (m),   Y:  0.59 (m),   Rot: -0.0150 (rads),   Rot:   -0.86 (deg),   Curve:    1.94 (rads/m)
Time: 5.59 (s),   Velocity: 2.63 (m/s),   Accel:  -1.00 (m/s/s),   X:  3.99 (m),   Y:  0.59 (m),   Rot:  0.0718 (rads),   Rot:    4.11 (deg),   Curve:    1.91 (rads/m)
Time: 5.61 (s),   Velocity: 2.61 (m/s),   Accel:  -1.00 (m/s/s),   X:  4.04 (m),   Y:  0.60 (m),   Rot:  0.1560 (rads),   Rot:    8.94 (deg),   Curve:    1.85 (rads/m)
Time: 5.63 (s),   Velocity: 2.60 (m/s),   Accel:  -1.00 (m/s/s),   X:  4.08 (m),   Y:  0.61 (m),   Rot:  0.2370 (rads),   Rot:   13.58 (deg),   Curve:    1.78 (rads/m)
Time: 5.64 (s),   Velocity: 2.58 (m/s),   Accel:  -1.00 (m/s/s),   X:  4.12 (m),   Y:  0.62 (m),   Rot:  0.3144 (rads),   Rot:   18.02 (deg),   Curve:    1.69 (rads/m)
Time: 5.66 (s),   Velocity: 2.56 (m/s),   Accel:  -1.00 (m/s/s),   X:  4.17 (m),   Y:  0.63 (m),   Rot:  0.3880 (rads),   Rot:   22.23 (deg),   Curve:    1.59 (rads/m)
Time: 5.68 (s),   Velocity: 2.54 (m/s),   Accel:  -1.00 (m/s/s),   X:  4.21 (m),   Y:  0.65 (m),   Rot:  0.4578 (rads),   Rot:   26.23 (deg),   Curve:    1.49 (rads/m)
Time: 5.70 (s),   Velocity: 2.52 (m/s),   Accel:  -1.00 (m/s/s),   X:  4.25 (m),   Y:  0.68 (m),   Rot:  0.5238 (rads),   Rot:   30.01 (deg),   Curve:    1.40 (rads/m)
Time: 5.72 (s),   Velocity: 2.51 (m/s),   Accel:  -1.00 (m/s/s),   X:  4.29 (m),   Y:  0.70 (m),   Rot:  0.5862 (rads),   Rot:   33.59 (deg),   Curve:    1.31 (rads/m)
Time: 5.73 (s),   Velocity: 2.49 (m/s),   Accel:  -1.00 (m/s/s),   X:  4.32 (m),   Y:  0.73 (m),   Rot:  0.6454 (rads),   Rot:   36.98 (deg),   Curve:    1.23 (rads/m)
Time: 5.75 (s),   Velocity: 2.47 (m/s),   Accel:  -1.00 (m/s/s),   X:  4.36 (m),   Y:  0.76 (m),   Rot:  0.7017 (rads),   Rot:   40.20 (deg),   Curve:    1.16 (rads/m)
Time: 5.77 (s),   Velocity: 2.45 (m/s),   Accel:  -1.00 (m/s/s),   X:  4.40 (m),   Y:  0.79 (m),   Rot:  0.7553 (rads),   Rot:   43.28 (deg),   Curve:    1.10 (rads/m)
Time: 5.79 (s),   Velocity: 2.43 (m/s),   Accel:  -1.00 (m/s/s),   X:  4.43 (m),   Y:  0.82 (m),   Rot:  0.8067 (rads),   Rot:   46.22 (deg),   Curve:    1.05 (rads/m)
Time: 5.81 (s),   Velocity: 2.41 (m/s),   Accel:  -1.00 (m/s/s),   X:  4.46 (m),   Y:  0.86 (m),   Rot:  0.8562 (rads),   Rot:   49.06 (deg),   Curve:    1.01 (rads/m)
Time: 5.83 (s),   Velocity: 2.39 (m/s),   Accel:  -1.00 (m/s/s),   X:  4.49 (m),   Y:  0.89 (m),   Rot:  0.9043 (rads),   Rot:   51.81 (deg),   Curve:    0.98 (rads/m)
Time: 5.85 (s),   Velocity: 2.37 (m/s),   Accel:  -1.00 (m/s/s),   X:  4.52 (m),   Y:  0.93 (m),   Rot:  0.9511 (rads),   Rot:   54.49 (deg),   Curve:    0.95 (rads/m)
Time: 5.87 (s),   Velocity: 2.35 (m/s),   Accel:  -1.00 (m/s/s),   X:  4.55 (m),   Y:  0.97 (m),   Rot:  0.9972 (rads),   Rot:   57.13 (deg),   Curve:    0.94 (rads/m)
Time: 5.89 (s),   Velocity: 2.33 (m/s),   Accel:  -1.00 (m/s/s),   X:  4.58 (m),   Y:  1.01 (m),   Rot:  1.0428 (rads),   Rot:   59.75 (deg),   Curve:    0.94 (rads/m)
Time: 5.91 (s),   Velocity: 2.31 (m/s),   Accel:  -1.00 (m/s/s),   X:  4.60 (m),   Y:  1.06 (m),   Rot:  1.0882 (rads),   Rot:   62.35 (deg),   Curve:    0.94 (rads/m)
Time: 5.94 (s),   Velocity: 2.29 (m/s),   Accel:  -1.00 (m/s/s),   X:  4.62 (m),   Y:  1.10 (m),   Rot:  1.1340 (rads),   Rot:   64.97 (deg),   Curve:    0.95 (rads/m)
Time: 5.96 (s),   Velocity: 2.27 (m/s),   Accel:  -1.00 (m/s/s),   X:  4.64 (m),   Y:  1.14 (m),   Rot:  1.1790 (rads),   Rot:   67.55 (deg),   Curve:    0.92 (rads/m)
Time: 5.98 (s),   Velocity: 2.24 (m/s),   Accel:  -1.00 (m/s/s),   X:  4.66 (m),   Y:  1.19 (m),   Rot:  1.2222 (rads),   Rot:   70.03 (deg),   Curve:    0.88 (rads/m)
Time: 6.02 (s),   Velocity: 2.20 (m/s),   Accel:  -1.00 (m/s/s),   X:  4.69 (m),   Y:  1.28 (m),   Rot:  1.3027 (rads),   Rot:   74.64 (deg),   Curve:    0.80 (rads/m)
Time: 6.06 (s),   Velocity: 2.16 (m/s),   Accel:  -1.00 (m/s/s),   X:  4.71 (m),   Y:  1.37 (m),   Rot:  1.3755 (rads),   Rot:   78.81 (deg),   Curve:    0.73 (rads/m)
Time: 6.11 (s),   Velocity: 2.11 (m/s),   Accel:  -1.00 (m/s/s),   X:  4.72 (m),   Y:  1.47 (m),   Rot:  1.4407 (rads),   Rot:   82.55 (deg),   Curve:    0.65 (rads/m)
Time: 6.15 (s),   Velocity: 2.07 (m/s),   Accel:  -1.00 (m/s/s),   X:  4.73 (m),   Y:  1.56 (m),   Rot:  1.4989 (rads),   Rot:   85.88 (deg),   Curve:    0.59 (rads/m)
Time: 6.20 (s),   Velocity: 2.02 (m/s),   Accel:  -1.00 (m/s/s),   X:  4.74 (m),   Y:  1.65 (m),   Rot:  1.5505 (rads),   Rot:   88.84 (deg),   Curve:    0.53 (rads/m)
Time: 6.24 (s),   Velocity: 1.98 (m/s),   Accel:  -1.00 (m/s/s),   X:  4.74 (m),   Y:  1.74 (m),   Rot:  1.5963 (rads),   Rot:   91.46 (deg),   Curve:    0.47 (rads/m)
Time: 6.29 (s),   Velocity: 1.93 (m/s),   Accel:  -1.00 (m/s/s),   X:  4.73 (m),   Y:  1.83 (m),   Rot:  1.6366 (rads),   Rot:   93.77 (deg),   Curve:    0.43 (rads/m)
Time: 6.34 (s),   Velocity: 1.89 (m/s),   Accel:  -1.00 (m/s/s),   X:  4.72 (m),   Y:  1.92 (m),   Rot:  1.6719 (rads),   Rot:   95.79 (deg),   Curve:    0.38 (rads/m)
Time: 6.38 (s),   Velocity: 1.84 (m/s),   Accel:  -1.00 (m/s/s),   X:  4.71 (m),   Y:  2.00 (m),   Rot:  1.7026 (rads),   Rot:   97.55 (deg),   Curve:    0.35 (rads/m)
Time: 6.43 (s),   Velocity: 1.80 (m/s),   Accel:  -1.00 (m/s/s),   X:  4.70 (m),   Y:  2.08 (m),   Rot:  1.7290 (rads),   Rot:   99.07 (deg),   Curve:    0.31 (rads/m)
Time: 6.47 (s),   Velocity: 1.75 (m/s),   Accel:  -1.00 (m/s/s),   X:  4.69 (m),   Y:  2.16 (m),   Rot:  1.7511 (rads),   Rot:  100.33 (deg),   Curve:    0.27 (rads/m)
Time: 6.51 (s),   Velocity: 1.71 (m/s),   Accel:  -1.00 (m/s/s),   X:  4.68 (m),   Y:  2.23 (m),   Rot:  1.7686 (rads),   Rot:  101.33 (deg),   Curve:    0.22 (rads/m)
Time: 6.55 (s),   Velocity: 1.67 (m/s),   Accel:  -1.00 (m/s/s),   X:  4.66 (m),   Y:  2.29 (m),   Rot:  1.7812 (rads),   Rot:  102.05 (deg),   Curve:    0.16 (rads/m)
Time: 6.62 (s),   Velocity: 1.61 (m/s),   Accel:  -1.00 (m/s/s),   X:  4.64 (m),   Y:  2.40 (m),   Rot:  1.7853 (rads),   Rot:  102.29 (deg),   Curve:   -0.17 (rads/m)
Time: 6.67 (s),   Velocity: 1.56 (m/s),   Accel:  -1.00 (m/s/s),   X:  4.62 (m),   Y:  2.48 (m),   Rot:  1.7556 (rads),   Rot:  100.59 (deg),   Curve:   -0.71 (rads/m)
Time: 6.70 (s),   Velocity: 1.52 (m/s),   Accel:  -1.00 (m/s/s),   X:  4.62 (m),   Y:  2.53 (m),   Rot:  1.6827 (rads),   Rot:   96.41 (deg),   Curve:   -2.16 (rads/m)
Time: 6.72 (s),   Velocity: 1.50 (m/s),   Accel:  -1.00 (m/s/s),   X:  4.61 (m),   Y:  2.56 (m),   Rot:  1.6246 (rads),   Rot:   93.08 (deg),   Curve:   -3.12 (rads/m)
Time: 6.73 (s),   Velocity: 1.49 (m/s),   Accel:  -1.00 (m/s/s),   X:  4.61 (m),   Y:  2.57 (m),   Rot:  1.5560 (rads),   Rot:   89.15 (deg),   Curve:   -3.73 (rads/m)
Time: 6.74 (s),   Velocity: 1.48 (m/s),   Accel:  -1.00 (m/s/s),   X:  4.61 (m),   Y:  2.59 (m),   Rot:  1.4875 (rads),   Rot:   85.22 (deg),   Curve:   -3.47 (rads/m)
Time: 6.76 (s),   Velocity: 1.47 (m/s),   Accel:  -1.00 (m/s/s),   X:  4.62 (m),   Y:  2.61 (m),   Rot:  1.4317 (rads),   Rot:   82.03 (deg),   Curve:   -2.40 (rads/m)
Time: 6.79 (s),   Velocity: 1.44 (m/s),   Accel:  -1.00 (m/s/s),   X:  4.62 (m),   Y:  2.65 (m),   Rot:  1.3822 (rads),   Rot:   79.20 (deg),   Curve:   -0.22 (rads/m)
Time: 6.83 (s),   Velocity: 1.40 (m/s),   Accel:  -1.00 (m/s/s),   X:  4.63 (m),   Y:  2.71 (m),   Rot:  1.3951 (rads),   Rot:   79.93 (deg),   Curve:    0.43 (rads/m)
Time: 6.88 (s),   Velocity: 1.34 (m/s),   Accel:  -1.00 (m/s/s),   X:  4.65 (m),   Y:  2.79 (m),   Rot:  1.4297 (rads),   Rot:   81.91 (deg),   Curve:    0.39 (rads/m)
Time: 6.97 (s),   Velocity: 1.25 (m/s),   Accel:  -1.00 (m/s/s),   X:  4.66 (m),   Y:  2.90 (m),   Rot:  1.4652 (rads),   Rot:   83.95 (deg),   Curve:    0.25 (rads/m)
Time: 7.03 (s),   Velocity: 1.19 (m/s),   Accel:  -1.00 (m/s/s),   X:  4.67 (m),   Y:  2.97 (m),   Rot:  1.4787 (rads),   Rot:   84.73 (deg),   Curve:    0.15 (rads/m)
Time: 7.09 (s),   Velocity: 1.13 (m/s),   Accel:  -1.00 (m/s/s),   X:  4.67 (m),   Y:  3.05 (m),   Rot:  1.4880 (rads),   Rot:   85.26 (deg),   Curve:    0.10 (rads/m)
Time: 7.17 (s),   Velocity: 1.05 (m/s),   Accel:  -1.00 (m/s/s),   X:  4.68 (m),   Y:  3.13 (m),   Rot:  1.4948 (rads),   Rot:   85.65 (deg),   Curve:    0.07 (rads/m)
Time: 7.26 (s),   Velocity: 0.97 (m/s),   Accel:  -1.00 (m/s/s),   X:  4.69 (m),   Y:  3.22 (m),   Rot:  1.5002 (rads),   Rot:   85.95 (deg),   Curve:    0.06 (rads/m)
Time: 7.35 (s),   Velocity: 0.87 (m/s),   Accel:  -1.00 (m/s/s),   X:  4.69 (m),   Y:  3.30 (m),   Rot:  1.5045 (rads),   Rot:   86.20 (deg),   Curve:    0.05 (rads/m)
Time: 7.45 (s),   Velocity: 0.77 (m/s),   Accel:  -1.00 (m/s/s),   X:  4.70 (m),   Y:  3.38 (m),   Rot:  1.5084 (rads),   Rot:   86.42 (deg),   Curve:    0.05 (rads/m)
Time: 7.56 (s),   Velocity: 0.66 (m/s),   Accel:  -1.00 (m/s/s),   X:  4.70 (m),   Y:  3.46 (m),   Rot:  1.5119 (rads),   Rot:   86.63 (deg),   Curve:    0.05 (rads/m)
Time: 7.67 (s),   Velocity: 0.55 (m/s),   Accel:  -1.00 (m/s/s),   X:  4.71 (m),   Y:  3.53 (m),   Rot:  1.5156 (rads),   Rot:   86.84 (deg),   Curve:    0.06 (rads/m)
Time: 7.92 (s),   Velocity: 0.30 (m/s),   Accel:  -1.00 (m/s/s),   X:  4.71 (m),   Y:  3.64 (m),   Rot:  1.5264 (rads),   Rot:   87.46 (deg),   Curve:    0.22 (rads/m)
Time: 8.06 (s),   Velocity: 0.16 (m/s),   Accel:  -1.00 (m/s/s),   X:  4.71 (m),   Y:  3.67 (m),   Rot:  1.5413 (rads),   Rot:   88.31 (deg),   Curve:    1.19 (rads/m)
Time: 8.13 (s),   Velocity: 0.09 (m/s),   Accel:  -1.00 (m/s/s),   X:  4.71 (m),   Y:  3.68 (m),   Rot:  1.5645 (rads),   Rot:   89.64 (deg),   Curve:    6.26 (rads/m)
Time: 8.17 (s),   Velocity: 0.06 (m/s),   Accel:  -1.00 (m/s/s),   X:  4.71 (m),   Y:  3.68 (m),   Rot:  1.5976 (rads),   Rot:   91.53 (deg),   Curve:   26.63 (rads/m)
Time: 8.18 (s),   Velocity: 0.04 (m/s),   Accel:  -1.00 (m/s/s),   X:  4.71 (m),   Y:  3.68 (m),   Rot:  1.6369 (rads),   Rot:   93.79 (deg),   Curve:   82.41 (rads/m)
Time: 8.19 (s),   Velocity: 0.03 (m/s),   Accel:  -1.00 (m/s/s),   X:  4.71 (m),   Y:  3.68 (m),   Rot:  1.6743 (rads),   Rot:   95.93 (deg),   Curve:  179.70 (rads/m)
Time: 8.20 (s),   Velocity: 0.02 (m/s),   Accel:  -1.00 (m/s/s),   X:  4.71 (m),   Y:  3.68 (m),   Rot:  1.7431 (rads),   Rot:   99.87 (deg),   Curve:  513.35 (rads/m)
Time: 8.21 (s),   Velocity: 0.01 (m/s),   Accel:  -0.91 (m/s/s),   X:  4.71 (m),   Y:  3.68 (m),   Rot:  1.8048 (rads),   Rot:  103.41 (deg),   Curve: 1028.56 (rads/m)
Time: 8.22 (s),   Velocity: 0.01 (m/s),   Accel:  -0.50 (m/s/s),   X:  4.71 (m),   Y:  3.68 (m),   Rot:  1.8494 (rads),   Rot:  105.97 (deg),   Curve: 1553.51 (rads/m)
Time: 8.22 (s),   Velocity: 0.00 (m/s),   Accel:  -0.25 (m/s/s),   X:  4.71 (m),   Y:  3.68 (m),   Rot:  1.9094 (rads),   Rot:  109.40 (deg),   Curve: 2483.57 (rads/m)
Time: 8.23 (s),   Velocity: 0.00 (m/s),   Accel:  -0.14 (m/s/s),   X:  4.71 (m),   Y:  3.68 (m),   Rot:  1.9934 (rads),   Rot:  114.21 (deg),   Curve: 4256.28 (rads/m)
Time: 8.23 (s),   Velocity: 0.00 (m/s),   Accel:  -0.09 (m/s/s),   X:  4.71 (m),   Y:  3.68 (m),   Rot:  2.0489 (rads),   Rot:  117.39 (deg),   Curve: 5740.36 (rads/m)
Time: 8.24 (s),   Velocity: 0.00 (m/s),   Accel:  -0.05 (m/s/s),   X:  4.71 (m),   Y:  3.68 (m),   Rot:  2.1171 (rads),   Rot:  121.30 (deg),   Curve: 7903.03 (rads/m)
Time: 8.25 (s),   Velocity: 0.00 (m/s),   Accel:  -0.04 (m/s/s),   X:  4.71 (m),   Y:  3.68 (m),   Rot:  2.2022 (rads),   Rot:  126.18 (deg),   Curve: 11085.90 (rads/m)
Time: 8.25 (s),   Velocity: 0.00 (m/s),   Accel:  -0.03 (m/s/s),   X:  4.71 (m),   Y:  3.68 (m),   Rot:  2.2526 (rads),   Rot:  129.07 (deg),   Curve: 13199.17 (rads/m)
Time: 8.26 (s),   Velocity: 0.00 (m/s),   Accel:  -0.02 (m/s/s),   X:  4.71 (m),   Y:  3.68 (m),   Rot:  2.3094 (rads),   Rot:  132.32 (deg),   Curve: 15741.81 (rads/m)
Time: 8.26 (s),   Velocity: 0.00 (m/s),   Accel:  -0.01 (m/s/s),   X:  4.71 (m),   Y:  3.68 (m),   Rot:  2.3731 (rads),   Rot:  135.97 (deg),   Curve: 18764.55 (rads/m)
Time: 8.27 (s),   Velocity: 0.00 (m/s),   Accel:  -0.01 (m/s/s),   X:  4.71 (m),   Y:  3.68 (m),   Rot:  2.4448 (rads),   Rot:  140.08 (deg),   Curve: 22286.88 (rads/m)
Time: 8.28 (s),   Velocity: 0.00 (m/s),   Accel:  -0.01 (m/s/s),   X:  4.71 (m),   Y:  3.68 (m),   Rot:  2.5250 (rads),   Rot:  144.67 (deg),   Curve: 26264.72 (rads/m)
Time: 8.28 (s),   Velocity: 0.00 (m/s),   Accel:  -0.01 (m/s/s),   X:  4.71 (m),   Y:  3.68 (m),   Rot:  2.5684 (rads),   Rot:  147.16 (deg),   Curve: 28383.00 (rads/m)
Time: 8.28 (s),   Velocity: 0.00 (m/s),   Accel:  -0.01 (m/s/s),   X:  4.71 (m),   Y:  3.68 (m),   Rot:  2.6140 (rads),   Rot:  149.77 (deg),   Curve: 30548.39 (rads/m)
Time: 8.29 (s),   Velocity: 0.00 (m/s),   Accel:  -0.00 (m/s/s),   X:  4.71 (m),   Y:  3.68 (m),   Rot:  2.6619 (rads),   Rot:  152.52 (deg),   Curve: 32719.13 (rads/m)
Time: 8.29 (s),   Velocity: 0.00 (m/s),   Accel:  -0.00 (m/s/s),   X:  4.71 (m),   Y:  3.68 (m),   Rot:  2.7120 (rads),   Rot:  155.39 (deg),   Curve: 34843.37 (rads/m)
Time: 8.30 (s),   Velocity: 0.00 (m/s),   Accel:  -0.00 (m/s/s),   X:  4.71 (m),   Y:  3.68 (m),   Rot:  2.7641 (rads),   Rot:  158.37 (deg),   Curve: 36860.21 (rads/m)
Time: 8.30 (s),   Velocity: 0.00 (m/s),   Accel:  -0.00 (m/s/s),   X:  4.71 (m),   Y:  3.68 (m),   Rot:  2.8180 (rads),   Rot:  161.46 (deg),   Curve: 38702.17 (rads/m)
Time: 8.31 (s),   Velocity: 0.00 (m/s),   Accel:  -0.00 (m/s/s),   X:  4.71 (m),   Y:  3.68 (m),   Rot:  2.8736 (rads),   Rot:  164.64 (deg),   Curve: 40299.06 (rads/m)
Time: 8.31 (s),   Velocity: 0.00 (m/s),   Accel:  -0.00 (m/s/s),   X:  4.71 (m),   Y:  3.68 (m),   Rot:  2.9305 (rads),   Rot:  167.91 (deg),   Curve: 41583.29 (rads/m)
Time: 8.32 (s),   Velocity: 0.00 (m/s),   Accel:  -0.00 (m/s/s),   X:  4.71 (m),   Y:  3.68 (m),   Rot:  2.9885 (rads),   Rot:  171.23 (deg),   Curve: 42495.76 (rads/m)
Time: 8.32 (s),   Velocity: 0.00 (m/s),   Accel:  -0.00 (m/s/s),   X:  4.71 (m),   Y:  3.68 (m),   Rot:  3.0471 (rads),   Rot:  174.58 (deg),   Curve: 42991.90 (rads/m)
Time: 8.33 (s),   Velocity: 0.00 (m/s),   Accel:   0.00 (m/s/s),   X:  4.71 (m),   Y:  3.68 (m),   Rot:  3.1059 (rads),   Rot:  177.96 (deg),   Curve: 43046.51 (rads/m)
Time: 8.33 (s),   Velocity: 0.00 (m/s),   Accel:   0.00 (m/s/s),   X:  4.71 (m),   Y:  3.68 (m),   Rot: -3.1186 (rads),   Rot: -178.68 (deg),   Curve: 42656.68 (rads/m)
Time: 8.34 (s),   Velocity: 0.00 (m/s),   Accel:   0.00 (m/s/s),   X:  4.71 (m),   Y:  3.68 (m),   Rot: -3.0604 (rads),   Rot: -175.35 (deg),   Curve: 41842.13 (rads/m)
Time: 8.34 (s),   Velocity: 0.00 (m/s),   Accel:   0.00 (m/s/s),   X:  4.71 (m),   Y:  3.68 (m),   Rot: -3.0032 (rads),   Rot: -172.07 (deg),   Curve: 40642.97 (rads/m)
Time: 8.35 (s),   Velocity: 0.00 (m/s),   Accel:   0.00 (m/s/s),   X:  4.71 (m),   Y:  3.68 (m),   Rot: -2.9472 (rads),   Rot: -168.86 (deg),   Curve: 39115.16 (rads/m)
Time: 8.35 (s),   Velocity: 0.00 (m/s),   Accel:   0.00 (m/s/s),   X:  4.71 (m),   Y:  3.68 (m),   Rot: -2.8928 (rads),   Rot: -165.75 (deg),   Curve: 37324.79 (rads/m)
Time: 8.36 (s),   Velocity: 0.00 (m/s),   Accel:   0.00 (m/s/s),   X:  4.71 (m),   Y:  3.68 (m),   Rot: -2.8402 (rads),   Rot: -162.73 (deg),   Curve: 35341.99 (rads/m)
Time: 8.36 (s),   Velocity: 0.00 (m/s),   Accel:   0.01 (m/s/s),   X:  4.71 (m),   Y:  3.68 (m),   Rot: -2.7896 (rads),   Rot: -159.83 (deg),   Curve: 33235.41 (rads/m)
Time: 8.37 (s),   Velocity: 0.00 (m/s),   Accel:   0.01 (m/s/s),   X:  4.71 (m),   Y:  3.68 (m),   Rot: -2.7411 (rads),   Rot: -157.05 (deg),   Curve: 31067.99 (rads/m)
Time: 8.37 (s),   Velocity: 0.00 (m/s),   Accel:   0.01 (m/s/s),   X:  4.71 (m),   Y:  3.68 (m),   Rot: -2.6949 (rads),   Rot: -154.40 (deg),   Curve: 28894.09 (rads/m)
Time: 8.38 (s),   Velocity: 0.00 (m/s),   Accel:   0.01 (m/s/s),   X:  4.71 (m),   Y:  3.68 (m),   Rot: -2.6090 (rads),   Rot: -149.49 (deg),   Curve: 24694.14 (rads/m)
Time: 8.39 (s),   Velocity: 0.00 (m/s),   Accel:   0.02 (m/s/s),   X:  4.71 (m),   Y:  3.68 (m),   Rot: -2.5321 (rads),   Rot: -145.08 (deg),   Curve: 20872.71 (rads/m)
Time: 8.39 (s),   Velocity: 0.00 (m/s),   Accel:   0.02 (m/s/s),   X:  4.71 (m),   Y:  3.68 (m),   Rot: -2.4634 (rads),   Rot: -141.14 (deg),   Curve: 17534.73 (rads/m)
Time: 8.40 (s),   Velocity: 0.00 (m/s),   Accel:   0.03 (m/s/s),   X:  4.71 (m),   Y:  3.68 (m),   Rot: -2.4023 (rads),   Rot: -137.64 (deg),   Curve: 14695.73 (rads/m)
Time: 8.40 (s),   Velocity: 0.00 (m/s),   Accel:   0.04 (m/s/s),   X:  4.71 (m),   Y:  3.68 (m),   Rot: -2.3480 (rads),   Rot: -134.53 (deg),   Curve: 12321.12 (rads/m)
Time: 8.41 (s),   Velocity: 0.00 (m/s),   Accel:   0.05 (m/s/s),   X:  4.71 (m),   Y:  3.68 (m),   Rot: -2.2996 (rads),   Rot: -131.76 (deg),   Curve: 10354.08 (rads/m)
Time: 8.41 (s),   Velocity: 0.00 (m/s),   Accel:   0.08 (m/s/s),   X:  4.71 (m),   Y:  3.68 (m),   Rot: -2.2565 (rads),   Rot: -129.29 (deg),   Curve: 8732.41 (rads/m)
Time: 8.42 (s),   Velocity: 0.00 (m/s),   Accel:   0.12 (m/s/s),   X:  4.71 (m),   Y:  3.68 (m),   Rot: -2.1834 (rads),   Rot: -125.10 (deg),   Curve: 6296.99 (rads/m)
Time: 8.42 (s),   Velocity: 0.00 (m/s),   Accel:   0.18 (m/s/s),   X:  4.71 (m),   Y:  3.68 (m),   Rot: -2.1243 (rads),   Rot: -121.71 (deg),   Curve: 4634.00 (rads/m)
Time: 8.43 (s),   Velocity: 0.00 (m/s),   Accel:   0.27 (m/s/s),   X:  4.71 (m),   Y:  3.68 (m),   Rot: -2.0757 (rads),   Rot: -118.93 (deg),   Curve: 3480.92 (rads/m)
Time: 8.43 (s),   Velocity: 0.00 (m/s),   Accel:   0.46 (m/s/s),   X:  4.71 (m),   Y:  3.68 (m),   Rot: -2.0353 (rads),   Rot: -116.61 (deg),   Curve: 2666.15 (rads/m)
Time: 8.44 (s),   Velocity: 0.01 (m/s),   Accel:   0.85 (m/s/s),   X:  4.71 (m),   Y:  3.68 (m),   Rot: -1.9722 (rads),   Rot: -113.00 (deg),   Curve: 1647.72 (rads/m)
