Time (s), Velocity (m/s), Acceleration (m/s/s), X (m), Y (m), Rotation (rads), Rotation (deg), Curvature (rads/m)
Time: 5.52 (s),   Velocity: 1.82 (m/s),   Accel:   1.00 (m/s/s),   X:  6.34 (m),   Y:  3.51 (m),   Rot:  2.8692 (rads),   Rot:  164.39 (deg),   Curve:    1.65 (rads/m)
Time: 5.54 (s),   Velocity: 1.84 (m/s),   Accel:   1.00 (m/s/s),   X:  6.30 (m),   Y:  3.52 (m),   Rot:  2.9232 (rads),   Rot:  167.49 (deg),   Curve:    1.44 (rads/m)
Time: 5.56 (s),   Velocity: 1.85 (m/s),   Accel:   1.00 (m/s/s),   X:  6.27 (m),   Y:  3.53 (m),   Rot:  2.9723 (rads),   Rot:  170.30 (deg),   Curve:    1.28 (rads/m)
Time: 5.60 (s),   Velocity: 1.89 (m/s),   Accel:   1.00 (m/s/s),   X:  6.19 (m),   Y:  3.54 (m),   Rot:  3.0587 (rads),   Rot:  175.25 (deg),   Curve:    1.04 (rads/m)
Time: 5.64 (s),   Velocity: 1.94 (m/s),   Accel:   1.00 (m/s/s),   X:  6.11 (m),   Y:  3.54 (m),   Rot:  3.1338 (rads),   Rot:  179.55 (deg),   Curve:    0.89 (rads/m)
Time: 5.68 (s),   Velocity: 1.98 (m/s),   Accel:   1.00 (m/s/s),   X:  6.03 (m),   Y:  3.54 (m),   Rot: -3.0815 (rads),   Rot: -176.56 (deg),   Curve:    0.80 (rads/m)
Time: 5.72 (s),   Velocity: 2.02 (m/s),   Accel:   1.00 (m/s/s),   X:  5.95 (m),   Y:  3.53 (m),   Rot: -3.0176 (rads),   Rot: -172.90 (deg),   Curve:    0.76 (rads/m)
Time: 5.76 (s),   Velocity: 2.06 (m/s),   Accel:   1.00 (m/s/s),   X:  5.87 (m),   Y:  3.52 (m),   Rot: -2.9550 (rads),   Rot: -169.31 (deg),   Curve:    0.76 (rads/m)
Time: 5.80 (s),   Velocity: 2.10 (m/s),   Accel:   0.42 (m/s/s),   X:  5.79 (m),   Y:  3.50 (m),   Rot: -2.8910 (rads),   Rot: -165.64 (deg),   Curve:    0.80 (rads/m)
Time: 5.84 (s),   Velocity: 2.12 (m/s),   Accel:  -1.00 (m/s/s),   X:  5.71 (m),   Y:  3.48 (m),   Rot: -2.8229 (rads),   Rot: -161.74 (deg),   Curve:    0.89 (rads/m)
Time: 5.88 (s),   Velocity: 2.08 (m/s),   Accel:  -1.00 (m/s/s),   X:  5.64 (m),   Y:  3.45 (m),   Rot: -2.7474 (rads),   Rot: -157.41 (deg),   Curve:    1.04 (rads/m)
Time: 5.92 (s),   Velocity: 2.04 (m/s),   Accel:  -1.00 (m/s/s),   X:  5.57 (m),   Y:  3.42 (m),   Rot: -2.6604 (rads),   Rot: -152.43 (deg),   Curve:    1.29 (rads/m)
Time: 5.93 (s),   Velocity: 2.02 (m/s),   Accel:  -1.00 (m/s/s),   X:  5.54 (m),   Y:  3.40 (m),   Rot: -2.6110 (rads),   Rot: -149.60 (deg),   Curve:    1.46 (rads/m)
Time: 5.95 (s),   Velocity: 2.01 (m/s),   Accel:  -1.00 (m/s/s),   X:  5.51 (m),   Y:  3.38 (m),   Rot: -2.5566 (rads),   Rot: -146.48 (deg),   Curve:    1.66 (rads/m)
Time: 5.97 (s),   Velocity: 1.99 (m/s),   Accel:  -1.00 (m/s/s),   X:  5.48 (m),   Y:  3.36 (m),   Rot: -2.4962 (rads),   Rot: -143.02 (deg),   Curve:    1.92 (rads/m)
Time: 5.99 (s),   Velocity: 1.97 (m/s),   Accel:  -1.00 (m/s/s),   X:  5.45 (m),   Y:  3.34 (m),   Rot: -2.4289 (rads),   Rot: -139.16 (deg),   Curve:    2.22 (rads/m)
Time: 6.00 (s),   Velocity: 1.96 (m/s),   Accel:  -1.00 (m/s/s),   X:  5.43 (m),   Y:  3.32 (m),   Rot: -2.3534 (rads),   Rot: -134.84 (deg),   Curve:    2.59 (rads/m)
Time: 6.02 (s),   Velocity: 1.94 (m/s),   Accel:  -1.00 (m/s/s),   X:  5.41 (m),   Y:  3.30 (m),   Rot: -2.2687 (rads),   Rot: -129.98 (deg),   Curve:    3.02 (rads/m)
Time: 6.02 (s),   Velocity: 1.93 (m/s),   Accel:  -1.00 (m/s/s),   X:  5.40 (m),   Y:  3.29 (m),   Rot: -2.2232 (rads),   Rot: -127.38 (deg),   Curve:    3.14 (rads/m)
Time: 6.03 (s),   Velocity: 1.93 (m/s),   Accel:  -1.00 (m/s/s),   X:  5.39 (m),   Y:  3.28 (m),   Rot: -2.1768 (rads),   Rot: -124.72 (deg),   Curve:    3.25 (rads/m)
Time: 6.04 (s),   Velocity: 1.92 (m/s),   Accel:  -1.00 (m/s/s),   X:  5.38 (m),   Y:  3.26 (m),   Rot: -2.1296 (rads),   Rot: -122.02 (deg),   Curve:    3.35 (rads/m)
Time: 6.05 (s),   Velocity: 1.91 (m/s),   Accel:  -1.00 (m/s/s),   X:  5.38 (m),   Y:  3.25 (m),   Rot: -2.0818 (rads),   Rot: -119.28 (deg),   Curve:    3.42 (rads/m)
Time: 6.05 (s),   Velocity: 1.90 (m/s),   Accel:   0.03 (m/s/s),   X:  5.37 (m),   Y:  3.24 (m),   Rot: -2.0335 (rads),   Rot: -116.51 (deg),   Curve:    3.46 (rads/m)
Time: 6.06 (s),   Velocity: 1.90 (m/s),   Accel:   1.00 (m/s/s),   X:  5.36 (m),   Y:  3.23 (m),   Rot: -1.9851 (rads),   Rot: -113.74 (deg),   Curve:    3.49 (rads/m)
Time: 6.07 (s),   Velocity: 1.91 (m/s),   Accel:   1.00 (m/s/s),   X:  5.36 (m),   Y:  3.21 (m),   Rot: -1.9368 (rads),   Rot: -110.97 (deg),   Curve:    3.49 (rads/m)
Time: 6.08 (s),   Velocity: 1.92 (m/s),   Accel:   1.00 (m/s/s),   X:  5.35 (m),   Y:  3.20 (m),   Rot: -1.8888 (rads),   Rot: -108.22 (deg),   Curve:    3.46 (rads/m)
Time: 6.08 (s),   Velocity: 1.93 (m/s),   Accel:   1.00 (m/s/s),   X:  5.35 (m),   Y:  3.19 (m),   Rot: -1.8413 (rads),   Rot: -105.50 (deg),   Curve:    3.41 (rads/m)
Time: 6.09 (s),   Velocity: 1.93 (m/s),   Accel:   1.00 (m/s/s),   X:  5.35 (m),   Y:  3.18 (m),   Rot: -1.7946 (rads),   Rot: -102.82 (deg),   Curve:    3.34 (rads/m)
Time: 6.10 (s),   Velocity: 1.94 (m/s),   Accel:   1.00 (m/s/s),   X:  5.34 (m),   Y:  3.16 (m),   Rot: -1.7488 (rads),   Rot: -100.20 (deg),   Curve:    3.24 (rads/m)
Time: 6.10 (s),   Velocity: 1.95 (m/s),   Accel:   1.00 (m/s/s),   X:  5.34 (m),   Y:  3.15 (m),   Rot: -1.7041 (rads),   Rot:  -97.64 (deg),   Curve:    3.13 (rads/m)
Time: 6.12 (s),   Velocity: 1.96 (m/s),   Accel:   1.00 (m/s/s),   X:  5.34 (m),   Y:  3.12 (m),   Rot: -1.6186 (rads),   Rot:  -92.74 (deg),   Curve:    2.88 (rads/m)
Time: 6.13 (s),   Velocity: 1.98 (m/s),   Accel:   1.00 (m/s/s),   X:  5.34 (m),   Y:  3.09 (m),   Rot: -1.5389 (rads),   Rot:  -88.17 (deg),   Curve:    2.60 (rads/m)
Time: 6.15 (s),   Velocity: 1.99 (m/s),   Accel:   1.00 (m/s/s),   X:  5.34 (m),   Y:  3.06 (m),   Rot: -1.4655 (rads),   Rot:  -83.97 (deg),   Curve:    2.31 (rads/m)
Time: 6.16 (s),   Velocity: 2.01 (m/s),   Accel:   1.00 (m/s/s),   X:  5.35 (m),   Y:  3.03 (m),   Rot: -1.3983 (rads),   Rot:  -80.12 (deg),   Curve:    2.04 (rads/m)
Time: 6.18 (s),   Velocity: 2.02 (m/s),   Accel:   1.00 (m/s/s),   X:  5.35 (m),   Y:  3.00 (m),   Rot: -1.3373 (rads),   Rot:  -76.62 (deg),   Curve:    1.78 (rads/m)
Time: 6.20 (s),   Velocity: 2.04 (m/s),   Accel:   1.00 (m/s/s),   X:  5.36 (m),   Y:  2.97 (m),   Rot: -1.2821 (rads),   Rot:  -73.46 (deg),   Curve:    1.55 (rads/m)
Time: 6.21 (s),   Velocity: 2.06 (m/s),   Accel:   1.00 (m/s/s),   X:  5.37 (m),   Y:  2.93 (m),   Rot: -1.2322 (rads),   Rot:  -70.60 (deg),   Curve:    1.35 (rads/m)
Time: 6.23 (s),   Velocity: 2.07 (m/s),   Accel:   1.00 (m/s/s),   X:  5.38 (m),   Y:  2.90 (m),   Rot: -1.1873 (rads),   Rot:  -68.03 (deg),   Curve:    1.17 (rads/m)
Time: 6.27 (s),   Velocity: 2.11 (m/s),   Accel:   1.00 (m/s/s),   X:  5.42 (m),   Y:  2.83 (m),   Rot: -1.1102 (rads),   Rot:  -63.61 (deg),   Curve:    0.89 (rads/m)
Time: 6.30 (s),   Velocity: 2.15 (m/s),   Accel:   1.00 (m/s/s),   X:  5.45 (m),   Y:  2.76 (m),   Rot: -1.0474 (rads),   Rot:  -60.01 (deg),   Curve:    0.68 (rads/m)
Time: 6.34 (s),   Velocity: 2.19 (m/s),   Accel:   1.00 (m/s/s),   X:  5.50 (m),   Y:  2.69 (m),   Rot: -0.9961 (rads),   Rot:  -57.07 (deg),   Curve:    0.52 (rads/m)
Time: 6.39 (s),   Velocity: 2.23 (m/s),   Accel:   1.00 (m/s/s),   X:  5.55 (m),   Y:  2.61 (m),   Rot: -0.9538 (rads),   Rot:  -54.65 (deg),   Curve:    0.40 (rads/m)
Time: 6.43 (s),   Velocity: 2.27 (m/s),   Accel:   1.00 (m/s/s),   X:  5.61 (m),   Y:  2.53 (m),   Rot: -0.9190 (rads),   Rot:  -52.65 (deg),   Curve:    0.32 (rads/m)
Time: 6.47 (s),   Velocity: 2.32 (m/s),   Accel:   1.00 (m/s/s),   X:  5.67 (m),   Y:  2.45 (m),   Rot: -0.8901 (rads),   Rot:  -51.00 (deg),   Curve:    0.25 (rads/m)
Time: 6.52 (s),   Velocity: 2.36 (m/s),   Accel:   1.00 (m/s/s),   X:  5.74 (m),   Y:  2.37 (m),   Rot: -0.8661 (rads),   Rot:  -49.62 (deg),   Curve:    0.20 (rads/m)
Time: 6.57 (s),   Velocity: 2.41 (m/s),   Accel:   1.00 (m/s/s),   X:  5.81 (m),   Y:  2.29 (m),   Rot: -0.8463 (rads),   Rot:  -48.49 (deg),   Curve:    0.16 (rads/m)
Time: 6.61 (s),   Velocity: 2.46 (m/s),   Accel:   1.00 (m/s/s),   X:  5.89 (m),   Y:  2.20 (m),   Rot: -0.8299 (rads),   Rot:  -47.55 (deg),   Curve:    0.13 (rads/m)
Time: 6.66 (s),   Velocity: 2.50 (m/s),   Accel:   1.00 (m/s/s),   X:  5.97 (m),   Y:  2.11 (m),   Rot: -0.8149 (rads),   Rot:  -46.69 (deg),   Curve:    0.13 (rads/m)
Time: 6.71 (s),   Velocity: 2.55 (m/s),   Accel:   1.00 (m/s/s),   X:  6.06 (m),   Y:  2.02 (m),   Rot: -0.7989 (rads),   Rot:  -45.78 (deg),   Curve:    0.13 (rads/m)
Time: 6.76 (s),   Velocity: 2.60 (m/s),   Accel:   1.00 (m/s/s),   X:  6.14 (m),   Y:  1.94 (m),   Rot: -0.7820 (rads),   Rot:  -44.80 (deg),   Curve:    0.14 (rads/m)
Time: 6.81 (s),   Velocity: 2.65 (m/s),   Accel:   1.00 (m/s/s),   X:  6.23 (m),   Y:  1.85 (m),   Rot: -0.7637 (rads),   Rot:  -43.75 (deg),   Curve:    0.15 (rads/m)
Time: 6.85 (s),   Velocity: 2.70 (m/s),   Accel:   1.00 (m/s/s),   X:  6.32 (m),   Y:  1.76 (m),   Rot: -0.7438 (rads),   Rot:  -42.61 (deg),   Curve:    0.16 (rads/m)
Time: 6.90 (s),   Velocity: 2.74 (m/s),   Accel:   1.00 (m/s/s),   X:  6.42 (m),   Y:  1.68 (m),   Rot: -0.7220 (rads),   Rot:  -41.36 (deg),   Curve:    0.18 (rads/m)
Time: 6.94 (s),   Velocity: 2.79 (m/s),   Accel:   1.00 (m/s/s),   X:  6.51 (m),   Y:  1.60 (m),   Rot: -0.6978 (rads),   Rot:  -39.98 (deg),   Curve:    0.20 (rads/m)
Time: 6.99 (s),   Velocity: 2.83 (m/s),   Accel:   1.00 (m/s/s),   X:  6.61 (m),   Y:  1.52 (m),   Rot: -0.6710 (rads),   Rot:  -38.44 (deg),   Curve:    0.23 (rads/m)
Time: 7.03 (s),   Velocity: 2.87 (m/s),   Accel:   0.32 (m/s/s),   X:  6.71 (m),   Y:  1.44 (m),   Rot: -0.6407 (rads),   Rot:  -36.71 (deg),   Curve:    0.26 (rads/m)
Time: 7.07 (s),   Velocity: 2.89 (m/s),   Accel:  -1.00 (m/s/s),   X:  6.80 (m),   Y:  1.37 (m),   Rot: -0.6065 (rads),   Rot:  -34.75 (deg),   Curve:    0.31 (rads/m)
Time: 7.11 (s),   Velocity: 2.85 (m/s),   Accel:  -1.00 (m/s/s),   X:  6.90 (m),   Y:  1.31 (m),   Rot: -0.5674 (rads),   Rot:  -32.51 (deg),   Curve:    0.36 (rads/m)
Time: 7.15 (s),   Velocity: 2.81 (m/s),   Accel:  -1.00 (m/s/s),   X:  7.00 (m),   Y:  1.25 (m),   Rot: -0.5224 (rads),   Rot:  -29.93 (deg),   Curve:    0.44 (rads/m)
Time: 7.19 (s),   Velocity: 2.77 (m/s),   Accel:  -1.00 (m/s/s),   X:  7.09 (m),   Y:  1.20 (m),   Rot: -0.4702 (rads),   Rot:  -26.94 (deg),   Curve:    0.53 (rads/m)
Time: 7.23 (s),   Velocity: 2.73 (m/s),   Accel:  -1.00 (m/s/s),   X:  7.19 (m),   Y:  1.15 (m),   Rot: -0.4091 (rads),   Rot:  -23.44 (deg),   Curve:    0.65 (rads/m)
Time: 7.27 (s),   Velocity: 2.69 (m/s),   Accel:  -1.00 (m/s/s),   X:  7.28 (m),   Y:  1.12 (m),   Rot: -0.3371 (rads),   Rot:  -19.32 (deg),   Curve:    0.80 (rads/m)
Time: 7.30 (s),   Velocity: 2.66 (m/s),   Accel:  -1.00 (m/s/s),   X:  7.37 (m),   Y:  1.09 (m),   Rot: -0.2520 (rads),   Rot:  -14.44 (deg),   Curve:    1.00 (rads/m)
Time: 7.32 (s),   Velocity: 2.64 (m/s),   Accel:  -1.00 (m/s/s),   X:  7.41 (m),   Y:  1.08 (m),   Rot: -0.2055 (rads),   Rot:  -11.78 (deg),   Curve:    1.04 (rads/m)
Time: 7.34 (s),   Velocity: 2.62 (m/s),   Accel:  -1.00 (m/s/s),   X:  7.46 (m),   Y:  1.07 (m),   Rot: -0.1586 (rads),   Rot:   -9.08 (deg),   Curve:    1.07 (rads/m)
Time: 7.35 (s),   Velocity: 2.61 (m/s),   Accel:  -1.00 (m/s/s),   X:  7.50 (m),   Y:  1.07 (m),   Rot: -0.1112 (rads),   Rot:   -6.37 (deg),   Curve:    1.11 (rads/m)
Time: 7.37 (s),   Velocity: 2.59 (m/s),   Accel:  -1.00 (m/s/s),   X:  7.54 (m),   Y:  1.06 (m),   Rot: -0.0635 (rads),   Rot:   -3.64 (deg),   Curve:    1.14 (rads/m)
Time: 7.39 (s),   Velocity: 2.58 (m/s),   Accel:  -1.00 (m/s/s),   X:  7.59 (m),   Y:  1.06 (m),   Rot: -0.0156 (rads),   Rot:   -0.89 (deg),   Curve:    1.17 (rads/m)
Time: 7.40 (s),   Velocity: 2.56 (m/s),   Accel:  -1.00 (m/s/s),   X:  7.63 (m),   Y:  1.06 (m),   Rot:  0.0325 (rads),   Rot:    1.86 (deg),   Curve:    1.19 (rads/m)
Time: 7.42 (s),   Velocity: 2.54 (m/s),   Accel:  -1.00 (m/s/s),   X:  7.67 (m),   Y:  1.06 (m),   Rot:  0.0807 (rads),   Rot:    4.63 (deg),   Curve:    1.22 (rads/m)
Time: 7.43 (s),   Velocity: 2.53 (m/s),   Accel:  -1.00 (m/s/s),   X:  7.70 (m),   Y:  1.07 (m),   Rot:  0.1290 (rads),   Rot:    7.39 (deg),   Curve:    1.24 (rads/m)
Time: 7.45 (s),   Velocity: 2.51 (m/s),   Accel:  -1.00 (m/s/s),   X:  7.74 (m),   Y:  1.07 (m),   Rot:  0.1773 (rads),   Rot:   10.16 (deg),   Curve:    1.27 (rads/m)
Time: 7.46 (s),   Velocity: 2.50 (m/s),   Accel:  -1.00 (m/s/s),   X:  7.78 (m),   Y:  1.08 (m),   Rot:  0.2256 (rads),   Rot:   12.93 (deg),   Curve:    1.29 (rads/m)
Time: 7.48 (s),   Velocity: 2.48 (m/s),   Accel:  -1.00 (m/s/s),   X:  7.82 (m),   Y:  1.09 (m),   Rot:  0.2739 (rads),   Rot:   15.69 (deg),   Curve:    1.31 (rads/m)
Time: 7.49 (s),   Velocity: 2.47 (m/s),   Accel:  -1.00 (m/s/s),   X:  7.85 (m),   Y:  1.10 (m),   Rot:  0.3222 (rads),   Rot:   18.46 (deg),   Curve:    1.33 (rads/m)
Time: 7.51 (s),   Velocity: 2.45 (m/s),   Accel:  -1.00 (m/s/s),   X:  7.88 (m),   Y:  1.11 (m),   Rot:  0.3705 (rads),   Rot:   21.23 (deg),   Curve:    1.36 (rads/m)
Time: 7.52 (s),   Velocity: 2.44 (m/s),   Accel:  -1.00 (m/s/s),   X:  7.92 (m),   Y:  1.13 (m),   Rot:  0.4190 (rads),   Rot:   24.00 (deg),   Curve:    1.38 (rads/m)
Time: 7.54 (s),   Velocity: 2.43 (m/s),   Accel:  -1.00 (m/s/s),   X:  7.95 (m),   Y:  1.14 (m),   Rot:  0.4675 (rads),   Rot:   26.79 (deg),   Curve:    1.41 (rads/m)
Time: 7.55 (s),   Velocity: 2.41 (m/s),   Accel:  -1.00 (m/s/s),   X:  7.98 (m),   Y:  1.16 (m),   Rot:  0.5163 (rads),   Rot:   29.58 (deg),   Curve:    1.44 (rads/m)
Time: 7.56 (s),   Velocity: 2.40 (m/s),   Accel:  -1.00 (m/s/s),   X:  8.01 (m),   Y:  1.17 (m),   Rot:  0.5653 (rads),   Rot:   32.39 (deg),   Curve:    1.48 (rads/m)
Time: 7.58 (s),   Velocity: 2.38 (m/s),   Accel:  -1.00 (m/s/s),   X:  8.03 (m),   Y:  1.19 (m),   Rot:  0.6148 (rads),   Rot:   35.23 (deg),   Curve:    1.52 (rads/m)
Time: 7.59 (s),   Velocity: 2.37 (m/s),   Accel:  -1.00 (m/s/s),   X:  8.06 (m),   Y:  1.21 (m),   Rot:  0.6649 (rads),   Rot:   38.09 (deg),   Curve:    1.56 (rads/m)
Time: 7.61 (s),   Velocity: 2.36 (m/s),   Accel:  -1.00 (m/s/s),   X:  8.09 (m),   Y:  1.23 (m),   Rot:  0.7156 (rads),   Rot:   41.00 (deg),   Curve:    1.61 (rads/m)
Time: 7.62 (s),   Velocity: 2.34 (m/s),   Accel:  -1.00 (m/s/s),   X:  8.11 (m),   Y:  1.25 (m),   Rot:  0.7671 (rads),   Rot:   43.95 (deg),   Curve:    1.67 (rads/m)
Time: 7.63 (s),   Velocity: 2.33 (m/s),   Accel:  -1.00 (m/s/s),   X:  8.13 (m),   Y:  1.28 (m),   Rot:  0.8197 (rads),   Rot:   46.97 (deg),   Curve:    1.73 (rads/m)
Time: 7.65 (s),   Velocity: 2.32 (m/s),   Accel:  -1.00 (m/s/s),   X:  8.15 (m),   Y:  1.30 (m),   Rot:  0.8736 (rads),   Rot:   50.05 (deg),   Curve:    1.81 (rads/m)
Time: 7.66 (s),   Velocity: 2.30 (m/s),   Accel:  -1.00 (m/s/s),   X:  8.17 (m),   Y:  1.32 (m),   Rot:  0.9288 (rads),   Rot:   53.22 (deg),   Curve:    1.89 (rads/m)
Time: 7.67 (s),   Velocity: 2.29 (m/s),   Accel:  -1.00 (m/s/s),   X:  8.19 (m),   Y:  1.35 (m),   Rot:  0.9857 (rads),   Rot:   56.48 (deg),   Curve:    1.99 (rads/m)
Time: 7.68 (s),   Velocity: 2.28 (m/s),   Accel:  -1.00 (m/s/s),   X:  8.20 (m),   Y:  1.37 (m),   Rot:  1.0444 (rads),   Rot:   59.84 (deg),   Curve:    2.09 (rads/m)
Time: 7.70 (s),   Velocity: 2.27 (m/s),   Accel:  -1.00 (m/s/s),   X:  8.21 (m),   Y:  1.40 (m),   Rot:  1.1052 (rads),   Rot:   63.33 (deg),   Curve:    2.20 (rads/m)
Time: 7.71 (s),   Velocity: 2.25 (m/s),   Accel:  -1.00 (m/s/s),   X:  8.23 (m),   Y:  1.42 (m),   Rot:  1.1684 (rads),   Rot:   66.94 (deg),   Curve:    2.33 (rads/m)
Time: 7.72 (s),   Velocity: 2.24 (m/s),   Accel:  -1.00 (m/s/s),   X:  8.24 (m),   Y:  1.45 (m),   Rot:  1.2340 (rads),   Rot:   70.70 (deg),   Curve:    2.46 (rads/m)
Time: 7.73 (s),   Velocity: 2.23 (m/s),   Accel:  -1.00 (m/s/s),   X:  8.24 (m),   Y:  1.47 (m),   Rot:  1.3023 (rads),   Rot:   74.62 (deg),   Curve:    2.60 (rads/m)
Time: 7.74 (s),   Velocity: 2.22 (m/s),   Accel:  -1.00 (m/s/s),   X:  8.25 (m),   Y:  1.50 (m),   Rot:  1.3734 (rads),   Rot:   78.69 (deg),   Curve:    2.74 (rads/m)
Time: 7.76 (s),   Velocity: 2.21 (m/s),   Accel:   0.51 (m/s/s),   X:  8.26 (m),   Y:  1.52 (m),   Rot:  1.4473 (rads),   Rot:   82.93 (deg),   Curve:    2.88 (rads/m)
Time: 7.77 (s),   Velocity: 2.21 (m/s),   Accel:  -0.42 (m/s/s),   X:  8.26 (m),   Y:  1.55 (m),   Rot:  1.5232 (rads),   Rot:   87.27 (deg),   Curve:    2.94 (rads/m)
Time: 7.78 (s),   Velocity: 2.21 (m/s),   Accel:  -1.00 (m/s/s),   X:  8.26 (m),   Y:  1.58 (m),   Rot:  1.5997 (rads),   Rot:   91.65 (deg),   Curve:    2.96 (rads/m)
Time: 7.79 (s),   Velocity: 2.19 (m/s),   Accel:   0.24 (m/s/s),   X:  8.26 (m),   Y:  1.60 (m),   Rot:  1.6759 (rads),   Rot:   96.02 (deg),   Curve:    2.93 (rads/m)
Time: 7.80 (s),   Velocity: 2.20 (m/s),   Accel:   1.00 (m/s/s),   X:  8.25 (m),   Y:  1.63 (m),   Rot:  1.7512 (rads),   Rot:  100.34 (deg),   Curve:    2.85 (rads/m)
Time: 7.82 (s),   Velocity: 2.21 (m/s),   Accel:   1.00 (m/s/s),   X:  8.25 (m),   Y:  1.65 (m),   Rot:  1.8249 (rads),   Rot:  104.56 (deg),   Curve:    2.74 (rads/m)
Time: 7.83 (s),   Velocity: 2.22 (m/s),   Accel:   1.00 (m/s/s),   X:  8.24 (m),   Y:  1.68 (m),   Rot:  1.8964 (rads),   Rot:  108.66 (deg),   Curve:    2.61 (rads/m)
Time: 7.84 (s),   Velocity: 2.23 (m/s),   Accel:   1.00 (m/s/s),   X:  8.23 (m),   Y:  1.70 (m),   Rot:  1.9653 (rads),   Rot:  112.60 (deg),   Curve:    2.45 (rads/m)
Time: 7.85 (s),   Velocity: 2.25 (m/s),   Accel:   1.00 (m/s/s),   X:  8.22 (m),   Y:  1.73 (m),   Rot:  2.0310 (rads),   Rot:  116.37 (deg),   Curve:    2.28 (rads/m)
Time: 7.87 (s),   Velocity: 2.26 (m/s),   Accel:   1.00 (m/s/s),   X:  8.20 (m),   Y:  1.75 (m),   Rot:  2.0936 (rads),   Rot:  119.95 (deg),   Curve:    2.10 (rads/m)
Time: 7.88 (s),   Velocity: 2.27 (m/s),   Accel:   1.00 (m/s/s),   X:  8.19 (m),   Y:  1.78 (m),   Rot:  2.1527 (rads),   Rot:  123.34 (deg),   Curve:    1.92 (rads/m)
Time: 7.89 (s),   Velocity: 2.29 (m/s),   Accel:   1.00 (m/s/s),   X:  8.17 (m),   Y:  1.80 (m),   Rot:  2.2085 (rads),   Rot:  126.54 (deg),   Curve:    1.75 (rads/m)
Time: 7.91 (s),   Velocity: 2.30 (m/s),   Accel:   1.00 (m/s/s),   X:  8.15 (m),   Y:  1.83 (m),   Rot:  2.2609 (rads),   Rot:  129.54 (deg),   Curve:    1.59 (rads/m)
Time: 7.92 (s),   Velocity: 2.31 (m/s),   Accel:   1.00 (m/s/s),   X:  8.13 (m),   Y:  1.85 (m),   Rot:  2.3101 (rads),   Rot:  132.36 (deg),   Curve:    1.44 (rads/m)
Time: 7.93 (s),   Velocity: 2.33 (m/s),   Accel:   1.00 (m/s/s),   X:  8.11 (m),   Y:  1.88 (m),   Rot:  2.3562 (rads),   Rot:  135.00 (deg),   Curve:    1.31 (rads/m)
Time: 7.96 (s),   Velocity: 2.36 (m/s),   Accel:   1.00 (m/s/s),   X:  8.06 (m),   Y:  1.93 (m),   Rot:  2.4399 (rads),   Rot:  139.80 (deg),   Curve:    1.07 (rads/m)
Time: 8.00 (s),   Velocity: 2.39 (m/s),   Accel:   1.00 (m/s/s),   X:  8.00 (m),   Y:  1.97 (m),   Rot:  2.5135 (rads),   Rot:  144.02 (deg),   Curve:    0.88 (rads/m)
Time: 8.03 (s),   Velocity: 2.42 (m/s),   Accel:   1.00 (m/s/s),   X:  7.93 (m),   Y:  2.02 (m),   Rot:  2.5785 (rads),   Rot:  147.74 (deg),   Curve:    0.73 (rads/m)
Time: 8.07 (s),   Velocity: 2.46 (m/s),   Accel:   1.00 (m/s/s),   X:  7.85 (m),   Y:  2.06 (m),   Rot:  2.6361 (rads),   Rot:  151.04 (deg),   Curve:    0.60 (rads/m)
Time: 8.10 (s),   Velocity: 2.50 (m/s),   Accel:   1.00 (m/s/s),   X:  7.77 (m),   Y:  2.11 (m),   Rot:  2.6876 (rads),   Rot:  153.99 (deg),   Curve:    0.51 (rads/m)
Time: 8.14 (s),   Velocity: 2.54 (m/s),   Accel:   1.00 (m/s/s),   X:  7.68 (m),   Y:  2.15 (m),   Rot:  2.7338 (rads),   Rot:  156.64 (deg),   Curve:    0.43 (rads/m)
Time: 8.18 (s),   Velocity: 2.58 (m/s),   Accel:   1.00 (m/s/s),   X:  7.58 (m),   Y:  2.19 (m),   Rot:  2.7757 (rads),   Rot:  159.03 (deg),   Curve:    0.37 (rads/m)
Time: 8.23 (s),   Velocity: 2.62 (m/s),   Accel:   1.00 (m/s/s),   X:  7.48 (m),   Y:  2.22 (m),   Rot:  2.8138 (rads),   Rot:  161.22 (deg),   Curve:    0.32 (rads/m)
Time: 8.27 (s),   Velocity: 2.66 (m/s),   Accel:   1.00 (m/s/s),   X:  7.37 (m),   Y:  2.26 (m),   Rot:  2.8487 (rads),   Rot:  163.22 (deg),   Curve:    0.28 (rads/m)
Time: 8.32 (s),   Velocity: 2.71 (m/s),   Accel:   1.00 (m/s/s),   X:  7.25 (m),   Y:  2.29 (m),   Rot:  2.8813 (rads),   Rot:  165.08 (deg),   Curve:    0.25 (rads/m)
Time: 8.34 (s),   Velocity: 2.73 (m/s),   Accel:   1.00 (m/s/s),   X:  7.18 (m),   Y:  2.31 (m),   Rot:  2.8967 (rads),   Rot:  165.97 (deg),   Curve:    0.23 (rads/m)
Time: 8.37 (s),   Velocity: 2.76 (m/s),   Accel:   1.00 (m/s/s),   X:  7.12 (m),   Y:  2.33 (m),   Rot:  2.9116 (rads),   Rot:  166.82 (deg),   Curve:    0.21 (rads/m)
Time: 8.39 (s),   Velocity: 2.78 (m/s),   Accel:   1.00 (m/s/s),   X:  7.05 (m),   Y:  2.34 (m),   Rot:  2.9259 (rads),   Rot:  167.64 (deg),   Curve:    0.20 (rads/m)
